,from,to,pval,fdr,value
41,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT4G20000,0.01998001998002,0.0383365480318389,2
42,AT3G23230,AT4G20000,0.033966033966034,0.0497753304523403,2
43,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT1G09530-AT5G63160-AT1G76590-AT3G11020-AT1G11100-AT1G67370-AT3G14740,AT5G59310,0.001998001998002,0.0124306830893657,2
44,AT1G52890,AT5G59310,0.002997002997003,0.0141540277903914,2
45,AT5G59570,AT5G48490,0.00599400599400599,0.0190160984054114,2
46,AT1G14580,AT5G48490,0.003996003996004,0.015816564387993,2
47,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT1G09530-AT5G63160-AT1G76590-AT3G11020-AT1G11100-AT1G67370-AT3G14740,AT5G48490,0.00699300699300699,0.0209085878150626,2
48,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT1G09530-AT5G63160-AT1G76590-AT3G11020-AT1G11100-AT1G67370-AT3G14740,AT5G13170,0.000999000999000999,0.00868587479466141,2
49,mean_AT4G00150-AT1G74930,AT5G13170,0.00799200799200799,0.0223819307377259,2
50,AT1G16530,AT5G13170,0.016983016983017,0.0348378176611148,2
51,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT1G09530-AT5G63160-AT1G76590-AT3G11020-AT1G11100-AT1G67370-AT3G14740,AT1G22690,0.002997002997003,0.0141540277903914,2
52,mean_AT1G78930-AT5G44260-AT4G25470-AT1G57560,AT1G22690,0.00699300699300699,0.0209085878150626,2
53,mean_AT4G01720-AT5G46350-AT3G17609,AT1G22690,0.003996003996004,0.015816564387993,2
54,mean_AT1G01060-AT3G09600-AT5G24110-AT3G12910-AT5G56960-AT1G20693-AT2G37430,AT3G48080,0.002997002997003,0.0141540277903914,2
55,AT1G71260,AT3G48080,0.011988011988012,0.028211878721505,2
56,AT5G59570,AT3G48080,0.003996003996004,0.015816564387993,2
57,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT1G09530-AT5G63160-AT1G76590-AT3G11020-AT1G11100-AT1G67370-AT3G14740,AT5G59320,0.001998001998002,0.0124306830893657,2
58,AT1G52890,AT5G59320,0.00899100899100899,0.0239223004908024,2
59,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT1G09530-AT5G63160-AT1G76590-AT3G11020-AT1G11100-AT1G67370-AT3G14740,AT2G27402,0.002997002997003,0.0141540277903914,2
60,AT1G14580,AT2G27402,0.00799200799200799,0.0223819307377259,2
61,AT5G59570,AT2G27402,0.012987012987013,0.0293337097684924,2
62,mean_AT4G01720-AT5G46350-AT3G17609,AT2G27402,0.002997002997003,0.0141540277903914,2
63,AT5G59570,AT1G72610,0.001998001998002,0.0124306830893657,2
64,AT1G14580,AT1G72610,0.012987012987013,0.0293337097684924,2
65,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT1G09530-AT5G63160-AT1G76590-AT3G11020-AT1G11100-AT1G67370-AT3G14740,AT1G72610,0.00599400599400599,0.0190160984054114,2
66,AT4G32280,AT2G43870,0.003996003996004,0.015816564387993,2
67,AT1G62300,AT2G43870,0.013986013986014,0.0308523748014194,2
68,AT3G51910,AT2G43870,0.00599400599400599,0.0190160984054114,2
69,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT1G09530-AT5G63160-AT1G76590-AT3G11020-AT1G11100-AT1G67370-AT3G14740,AT5G15250,0.00599400599400599,0.0190160984054114,2
70,mean_AT1G01060-AT3G09600-AT5G24110-AT3G12910-AT5G56960-AT1G20693-AT2G37430,AT4G31000,0.000999000999000999,0.00868587479466141,2
71,AT4G32280,AT1G60680,0.000999000999000999,0.00868587479466141,2
72,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT1G60680,0.002997002997003,0.0141540277903914,2
73,AT2G40740,AT1G58225,0.002997002997003,0.0141540277903914,2
74,AT3G23230,AT1G58225,0.00999000999000999,0.0254714610542831,2
75,AT1G62300,AT1G58225,0.021978021978022,0.0402736593212784,2
76,AT2G33710,AT1G58225,0.015984015984016,0.0335842115417444,2
77,AT1G29860,AT1G58225,0.00999000999000999,0.0254714610542831,2
78,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT4G19430,0.003996003996004,0.015816564387993,2
79,AT1G71030,AT4G19430,0.016983016983017,0.0348378176611148,2
80,AT1G71030,AT3G54830,0.003996003996004,0.015816564387993,2
81,mean_AT1G78930-AT5G44260-AT4G25470-AT1G57560,AT3G54830,0.002997002997003,0.0141540277903914,2
82,mean_AT4G01720-AT5G46350-AT3G17609,AT3G54830,0.013986013986014,0.0308523748014194,2
83,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT1G09530-AT5G63160-AT1G76590-AT3G11020-AT1G11100-AT1G67370-AT3G14740,AT4G02850,0.000999000999000999,0.00868587479466141,2
84,AT1G14580,AT4G02850,0.010989010989011,0.0267704159849529,2
85,mean_AT4G01720-AT5G46350-AT3G17609,AT4G02850,0.003996003996004,0.015816564387993,2
86,AT5G59570,AT4G02850,0.023976023976024,0.0417271171040015,2
87,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT2G38860,0.028971028971029,0.0460963232785591,2
88,AT1G29860,AT2G38860,0.016983016983017,0.0348378176611148,2
89,AT3G23230,AT2G38860,0.032967032967033,0.0492137173171656,2
90,AT2G40740,AT2G38860,0.017982017982018,0.0360333976534555,2
91,AT1G62300,AT2G38860,0.030969030969031,0.0476340831633208,2
92,AT5G44210,AT3G28635,0.000999000999000999,0.00868587479466141,2
93,AT5G59570,AT2G30010,0.003996003996004,0.015816564387993,2
94,AT1G14580,AT2G30010,0.00599400599400599,0.0190160984054114,2
95,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT1G09530-AT5G63160-AT1G76590-AT3G11020-AT1G11100-AT1G67370-AT3G14740,AT2G30010,0.004995004995005,0.0174154704356047,2
96,AT2G21710,AT3G13610,0.000999000999000999,0.00868587479466141,2
97,AT4G32280,AT3G13610,0.010989010989011,0.0267704159849529,2
98,AT5G43290,AT3G13610,0.011988011988012,0.028211878721505,2
99,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT1G09530-AT5G63160-AT1G76590-AT3G11020-AT1G11100-AT1G67370-AT3G14740,mean_AT4G01720-AT5G46350-AT3G17609,0.000999000999000999,0.00868587479466141,2
100,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT3G24503,0.022977022977023,0.0410897192308552,2
101,AT3G23230,AT3G24503,0.025974025974026,0.0433526313044385,2
102,mean_AT5G03740-AT1G56170,AT3G24503,0.012987012987013,0.0293337097684924,2
103,AT2G33710,AT5G66640,0.00899100899100899,0.0239223004908024,2
104,AT5G49330,AT5G66640,0.010989010989011,0.0267704159849529,2
105,AT2G40740,AT5G66640,0.002997002997003,0.0141540277903914,2
106,AT1G29860,AT5G66640,0.00699300699300699,0.0209085878150626,2
107,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT4G29110,0.001998001998002,0.0124306830893657,2
108,mean_AT5G03740-AT1G56170,AT4G29110,0.004995004995005,0.0174154704356047,2
109,AT1G29860,AT4G29110,0.003996003996004,0.015816564387993,2
110,AT2G40740,AT4G29110,0.00799200799200799,0.0223819307377259,2
111,mean_AT4G01720-AT5G46350-AT3G17609,AT2G21650,0.014985014985015,0.0322348458994422,2
112,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT1G09530-AT5G63160-AT1G76590-AT3G11020-AT1G11100-AT1G67370-AT3G14740,AT2G21650,0.003996003996004,0.015816564387993,2
113,mean_AT1G78930-AT5G44260-AT4G25470-AT1G57560,AT2G21650,0.00999000999000999,0.0254714610542831,2
114,AT5G59570,AT5G18430,0.003996003996004,0.015816564387993,2
115,AT1G14580,AT5G18430,0.003996003996004,0.015816564387993,2
116,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT1G09530-AT5G63160-AT1G76590-AT3G11020-AT1G11100-AT1G67370-AT3G14740,AT5G18430,0.00799200799200799,0.0223819307377259,2
117,mean_AT1G01060-AT3G09600-AT5G24110-AT3G12910-AT5G56960-AT1G20693-AT2G37430,AT5G18430,0.00799200799200799,0.0223819307377259,2
118,AT1G29860,AT3G20395,0.015984015984016,0.0335842115417444,2
119,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT3G20395,0.012987012987013,0.0293337097684924,2
120,mean_AT1G78930-AT5G44260-AT4G25470-AT1G57560,AT3G20395,0.011988011988012,0.028211878721505,2
121,AT2G37060,AT3G20395,0.00799200799200799,0.0223819307377259,2
122,AT3G51910,AT3G20395,0.002997002997003,0.0141540277903914,2
123,AT2G40740,AT2G18680,0.010989010989011,0.0267704159849529,2
124,mean_AT1G01060-AT3G09600-AT5G24110-AT3G12910-AT5G56960-AT1G20693-AT2G37430,AT5G03553,0.023976023976024,0.0417271171040015,2
125,AT5G59570,AT5G03553,0.016983016983017,0.0348378176611148,2
126,AT4G32280,AT1G05680,0.004995004995005,0.0174154704356047,2
127,AT1G62300,AT1G05680,0.003996003996004,0.015816564387993,2
128,mean_AT5G03740-AT1G56170,AT5G51465,0.004995004995005,0.0174154704356047,2
129,AT5G43290,AT5G51465,0.000999000999000999,0.00868587479466141,2
130,AT1G62300,AT5G51465,0.018981018981019,0.0370700727843585,2
131,AT5G43290,AT3G23550,0.000999000999000999,0.00868587479466141,2
132,AT1G62300,AT3G23550,0.013986013986014,0.0308523748014194,2
133,mean_AT5G03740-AT1G56170,AT3G23550,0.004995004995005,0.0174154704356047,2
134,AT2G21710,AT3G23550,0.00599400599400599,0.0190160984054114,2
135,AT1G71030,AT3G59710,0.002997002997003,0.0141540277903914,2
136,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT3G59710,0.002997002997003,0.0141540277903914,2
137,AT1G29860,AT3G59710,0.001998001998002,0.0124306830893657,2
138,AT1G62300,AT2G39210,0.016983016983017,0.0348378176611148,2
139,mean_AT5G03740-AT1G56170,AT2G39210,0.018981018981019,0.0370700727843585,2
140,AT2G40740,AT2G39210,0.028971028971029,0.0460963232785591,2
141,AT1G29860,AT1G62300,0.012987012987013,0.0293337097684924,2
142,AT2G40740,AT1G62300,0.00799200799200799,0.0223819307377259,2
143,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT1G62300,0.015984015984016,0.0335842115417444,2
144,AT2G33710,AT1G62300,0.015984015984016,0.0335842115417444,2
145,mean_AT5G03740-AT1G56170,AT1G62300,0.018981018981019,0.0370700727843585,2
146,mean_AT5G03740-AT1G56170,AT3G16530,0.032967032967033,0.0492137173171656,2
147,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT3G16530,0.025974025974026,0.0433526313044385,2
148,AT1G29860,AT3G16530,0.030969030969031,0.0476340831633208,2
149,AT3G23230,AT3G09520,0.012987012987013,0.0293337097684924,2
150,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT3G09520,0.015984015984016,0.0335842115417444,2
151,AT1G07050,AT5G23370,0.001998001998002,0.0124306830893657,2
152,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT1G09530-AT5G63160-AT1G76590-AT3G11020-AT1G11100-AT1G67370-AT3G14740,AT5G23370,0.00999000999000999,0.0254714610542831,2
153,mean_AT4G00150-AT1G74930,AT5G23370,0.003996003996004,0.015816564387993,2
154,AT5G43290,AT5G23370,0.014985014985015,0.0322348458994422,2
155,AT4G32280,AT1G66930,0.001998001998002,0.0124306830893657,2
156,AT3G51910,AT1G66930,0.012987012987013,0.0293337097684924,2
157,AT5G49330,AT1G66930,0.001998001998002,0.0124306830893657,2
158,AT2G37060,AT1G73066,0.000999000999000999,0.00868587479466141,2
159,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT1G73066,0.004995004995005,0.0174154704356047,2
160,AT3G51910,AT1G73066,0.001998001998002,0.0124306830893657,2
161,AT2G33710,AT1G51800,0.000999000999000999,0.00868587479466141,2
162,mean_AT5G03740-AT1G56170,AT1G21120,0.025974025974026,0.0433526313044385,2
163,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT1G21120,0.032967032967033,0.0492137173171656,2
164,AT3G23230,AT1G21120,0.020979020979021,0.0395952821020941,2
165,AT1G29860,AT1G21120,0.032967032967033,0.0492137173171656,2
166,AT1G29860,AT1G64400,0.033966033966034,0.0497753304523403,2
167,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT1G64400,0.033966033966034,0.0497753304523403,2
168,mean_AT5G03740-AT1G56170,AT1G64400,0.024975024975025,0.0424698051539295,2
169,AT2G33710,AT1G64400,0.031968031968032,0.0484533701163898,2
170,AT3G23230,AT1G64400,0.018981018981019,0.0370700727843585,2
171,AT4G21550,AT4G37490,0.00599400599400599,0.0190160984054114,2
172,AT5G24330,AT4G37490,0.00999000999000999,0.0254714610542831,2
173,AT1G62310,AT4G37490,0.015984015984016,0.0335842115417444,2
174,mean_AT5G07810-AT1G74890,AT2G28560,0.00799200799200799,0.0223819307377259,2
175,mean_AT1G78930-AT5G44260-AT4G25470-AT1G57560,AT2G28560,0.002997002997003,0.0141540277903914,2
176,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT2G28560,0.00999000999000999,0.0254714610542831,2
177,AT5G59570,AT1G65450,0.000999000999000999,0.00868587479466141,2
178,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT1G09530-AT5G63160-AT1G76590-AT3G11020-AT1G11100-AT1G67370-AT3G14740,AT1G65450,0.002997002997003,0.0141540277903914,2
179,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT1G09530-AT5G63160-AT1G76590-AT3G11020-AT1G11100-AT1G67370-AT3G14740,AT2G21820,0.002997002997003,0.0141540277903914,2
180,mean_AT4G00150-AT1G74930,AT2G21820,0.000999000999000999,0.00868587479466141,2
181,AT1G52890,AT2G21820,0.000999000999000999,0.00868587479466141,2
182,AT1G29860,AT2G02930,0.014985014985015,0.0322348458994422,2
183,AT1G62300,AT2G02930,0.00999000999000999,0.0254714610542831,2
184,AT2G40740,AT2G02930,0.023976023976024,0.0417271171040015,2
185,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT2G02930,0.031968031968032,0.0484533701163898,2
186,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT1G09530-AT5G63160-AT1G76590-AT3G11020-AT1G11100-AT1G67370-AT3G14740,AT1G60190,0.000999000999000999,0.00868587479466141,2
187,AT2G33710,AT4G11470,0.021978021978022,0.0402736593212784,2
188,AT2G40740,AT4G11470,0.00899100899100899,0.0239223004908024,2
189,mean_AT5G03740-AT1G56170,AT4G11470,0.022977022977023,0.0410897192308552,2
190,AT4G32280,AT4G19810,0.000999000999000999,0.00868587479466141,2
191,AT1G62300,AT4G19810,0.002997002997003,0.0141540277903914,2
192,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT4G19810,0.023976023976024,0.0417271171040015,2
193,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT1G21110,0.032967032967033,0.0492137173171656,2
194,AT1G29860,AT1G21110,0.023976023976024,0.0417271171040015,2
195,AT3G23230,AT1G21110,0.016983016983017,0.0348378176611148,2
196,mean_AT5G03740-AT1G56170,AT1G21110,0.022977022977023,0.0410897192308552,2
197,AT2G40740,AT4G18195,0.00799200799200799,0.0223819307377259,2
198,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT4G18195,0.003996003996004,0.015816564387993,2
199,AT2G33710,AT4G18195,0.00699300699300699,0.0209085878150626,2
200,AT2G40740,AT5G59530,0.015984015984016,0.0335842115417444,2
201,AT2G33710,AT5G59530,0.026973026973027,0.0441338189369685,2
202,AT3G23230,AT5G59530,0.030969030969031,0.0476340831633208,2
203,AT3G23230,AT2G39200,0.030969030969031,0.0476340831633208,2
204,AT1G62300,AT2G39200,0.021978021978022,0.0402736593212784,2
205,mean_AT5G03740-AT1G56170,AT2G39200,0.028971028971029,0.0460963232785591,2
206,AT1G29860,AT1G61360,0.00599400599400599,0.0190160984054114,2
207,AT3G23230,AT1G61360,0.028971028971029,0.0460963232785591,2
208,AT2G40740,AT1G61360,0.025974025974026,0.0433526313044385,2
209,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT1G61360,0.025974025974026,0.0433526313044385,2
210,AT4G32280,AT5G18010,0.002997002997003,0.0141540277903914,2
211,AT5G49330,AT5G18010,0.022977022977023,0.0410897192308552,2
212,AT3G51910,AT5G18010,0.003996003996004,0.015816564387993,2
213,mean_AT5G03740-AT1G56170,AT1G51920,0.00999000999000999,0.0254714610542831,2
214,AT1G62300,AT1G51920,0.023976023976024,0.0417271171040015,2
215,AT2G33710,AT1G51920,0.028971028971029,0.0460963232785591,2
216,AT4G32280,AT2G15480,0.004995004995005,0.0174154704356047,2
217,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT2G15480,0.018981018981019,0.0370700727843585,2
218,AT1G62300,AT2G15480,0.010989010989011,0.0267704159849529,2
219,AT5G43290,AT2G15480,0.010989010989011,0.0267704159849529,2
220,mean_AT5G03740-AT1G56170,AT2G15480,0.018981018981019,0.0370700727843585,2
221,mean_AT5G03740-AT1G56170,AT4G00970,0.012987012987013,0.0293337097684924,2
222,AT1G62300,AT4G00970,0.033966033966034,0.0497753304523403,2
223,AT2G28500,AT5G45630,0.010989010989011,0.0267704159849529,2
224,AT5G03720,AT5G45630,0.016983016983017,0.0348378176611148,2
225,mean_AT5G07810-AT1G74890,AT5G45630,0.001998001998002,0.0124306830893657,2
226,AT3G07650,AT5G45630,0.00699300699300699,0.0209085878150626,2
227,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT1G23840,0.033966033966034,0.0497753304523403,2
228,AT3G23230,AT1G23840,0.033966033966034,0.0497753304523403,2
229,AT2G40740,AT1G23840,0.017982017982018,0.0360333976534555,2
230,AT1G29860,AT1G23840,0.017982017982018,0.0360333976534555,2
231,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT1G09530-AT5G63160-AT1G76590-AT3G11020-AT1G11100-AT1G67370-AT3G14740,AT1G04800,0.000999000999000999,0.00868587479466141,2
232,AT5G59570,AT1G04800,0.00699300699300699,0.0209085878150626,2
233,AT1G14580,AT1G04800,0.00599400599400599,0.0190160984054114,2
234,AT1G44830,AT1G75750,0.000999000999000999,0.00868587479466141,2
235,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT1G75750,0.002997002997003,0.0141540277903914,2
236,AT3G51910,AT3G57010,0.000999000999000999,0.00868587479466141,2
237,AT3G23230,AT2G47240,0.023976023976024,0.0417271171040015,2
238,AT1G29860,AT2G47240,0.030969030969031,0.0476340831633208,2
239,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT2G47240,0.026973026973027,0.0441338189369685,2
240,mean_AT5G03740-AT1G56170,AT2G47240,0.01998001998002,0.0383365480318389,2
241,mean_AT5G03740-AT1G56170,AT3G25610,0.030969030969031,0.0476340831633208,2
242,AT5G43290,AT3G25610,0.015984015984016,0.0335842115417444,2
243,AT1G62300,AT3G25610,0.022977022977023,0.0410897192308552,2
244,AT1G29860,AT3G25610,0.017982017982018,0.0360333976534555,2
245,mean_AT5G03740-AT1G56170,AT3G23230,0.016983016983017,0.0348378176611148,2
246,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT3G23230,0.00999000999000999,0.0254714610542831,2
247,AT1G62300,AT1G32960,0.026973026973027,0.0441338189369685,2
248,AT4G32280,AT1G32960,0.016983016983017,0.0348378176611148,2
249,mean_AT5G03740-AT1G56170,AT1G32960,0.024975024975025,0.0424698051539295,2
250,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT4G21903,0.00599400599400599,0.0190160984054114,2
251,AT2G40740,AT4G21903,0.026973026973027,0.0441338189369685,2
252,AT1G29860,AT4G21903,0.012987012987013,0.0293337097684924,2
253,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT1G02930,0.014985014985015,0.0322348458994422,2
254,AT1G29860,AT1G02930,0.025974025974026,0.0433526313044385,2
255,mean_AT5G03740-AT1G56170,AT1G02930,0.026973026973027,0.0441338189369685,2
256,mean_AT5G03740-AT1G56170,AT2G40740,0.033966033966034,0.0497753304523403,2
257,AT1G62300,AT2G40740,0.018981018981019,0.0370700727843585,2
258,AT1G29860,AT2G40740,0.018981018981019,0.0370700727843585,2
259,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT4G30910,0.015984015984016,0.0335842115417444,2
260,AT1G29860,AT4G30910,0.021978021978022,0.0402736593212784,2
261,mean_AT5G03740-AT1G56170,AT4G30910,0.026973026973027,0.0441338189369685,2
262,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT1G09530-AT5G63160-AT1G76590-AT3G11020-AT1G11100-AT1G67370-AT3G14740,AT5G18600,0.000999000999000999,0.00868587479466141,2
263,AT1G29860,AT1G16090,0.027972027972028,0.045128784259219,2
264,AT2G33710,AT1G16090,0.010989010989011,0.0267704159849529,2
265,AT1G62300,AT1G16090,0.030969030969031,0.0476340831633208,2
266,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT1G16090,0.022977022977023,0.0410897192308552,2
267,AT1G62300,AT2G33710,0.014985014985015,0.0322348458994422,2
268,mean_AT5G03740-AT1G56170,AT2G33710,0.016983016983017,0.0348378176611148,2
269,AT2G40740,AT2G33710,0.032967032967033,0.0492137173171656,2
270,AT1G29860,AT2G33710,0.018981018981019,0.0370700727843585,2
271,mean_AT5G61380-AT5G39610-AT4G17500-AT1G75390-AT3G15500,AT2G33710,0.012987012987013,0.0293337097684924,2
272,AT5G44210,AT5G65690,0.020979020979021,0.0395952821020941,2
273,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT1G09530-AT5G63160-AT1G76590-AT3G11020-AT1G11100-AT1G67370-AT3G14740,AT5G65690,0.010989010989011,0.0267704159849529,2
274,AT1G62300,AT5G07760,0.02997002997003,0.0470731082975981,2
275,AT3G23230,AT5G07760,0.021978021978022,0.0402736593212784,2
276,mean_AT1G01060-AT3G09600-AT5G24110-AT3G12910-AT5G56960-AT1G20693-AT2G37430,AT3G04210,0.000999000999000999,0.00868587479466141,2
277,AT5G59570,AT3G04210,0.001998001998002,0.0124306830893657,2
278,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT1G09530-AT5G63160-AT1G76590-AT3G11020-AT1G11100-AT1G67370-AT3G14740,AT3G04210,0.001998001998002,0.0124306830893657,2
279,mean_AT5G03740-AT1G56170,AT1G10040,0.020979020979021,0.0395952821020941,2
280,AT1G29860,AT1G10040,0.027972027972028,0.045128784259219,2
