label;logFC;logCPM;FDR;Regulation;Gene_ID
WRKY47;-2.19652757055468;-20.9958836101458;3.91589485285641e-15;Down;AT4G01720.1
AT3G13020;1.91397799621806;-22.3209687545349;4.02178272788144e-15;Up;AT3G13020.1
AT2G40711;2.34820832743874;-23.0615838213825;4.26812912478895e-15;Up;AT2G40711.1
AT1G51920;-3.48368920859962;-23.2792266223993;4.44434292889547e-15;Down;AT1G51920.1
AT4G22760;2.00571265744927;-22.5022744269044;4.61817599072996e-15;Up;AT4G22760.1
CYCA3;1;-2.31454530781358;-22.474431422018;6.1033063620261e-15;Down;AT5G43080.1
AT4G32480;2.11026667283513;-19.7479491374263;6.40147355101171e-15;Up;AT4G32480.1
AT4G30090;-3.17140352591174;-23.0706183065404;6.88108091924648e-15;Down;AT4G30090.1
RECEPTOR-LIKE PROTEIN KINASE;-2.34395028177369;-18.5003107503677;7.46909395817172e-15;Down;AT4G00970.1
RPA70B;-1.73904183522037;-21.7231365821675;7.47459564738517e-15;Down;AT5G08020.1
CYP81F2;-3.06713555288522;-19.9298559971778;8.67404114610063e-15;Down;AT5G57220.1
UGT85A5;1.54883355912472;-19.1244911828035;8.67404114610063e-15;Up;AT1G22370.2
OCT5;-2.2255639597854;-21.291809031329;8.78017542513131e-15;Down;AT1G79410.1
SYP121;-1.70971979645201;-18.5931735826762;9.09192927239321e-15;Down;AT3G11820.1
WR3;-2.18782537027869;-19.7184035799949;1.08794605310928e-14;Down;AT5G50200.1
AT1G64561;2.30447122417334;-22.2687151961581;1.15676784854213e-14;Up;AT1G64561.1
AT5G01740;2.44657828412064;-21.262434843231;1.16499193240496e-14;Up;AT5G01740.1
AT2G04860;1.69881993486684;-21.617505252067;1.18771404174674e-14;Up;AT2G04860.1
AT1G23050;1.92564711794911;-20.6379581020143;1.2907457836086e-14;Up;AT1G23050.1
AT3G49142;2.09219312304117;-22.7685113587929;1.34042877086637e-14;Up;AT3G49142.1
AT4G10955;-1.55255390103815;-21.2356100963316;1.42449484784477e-14;Down;AT4G10955.1
MYB3R-5;1.61623115263314;-21.501796193406;1.43612120051356e-14;Up;AT5G02320.1
COX2;3.70211598119132;-21.6014207064219;1.57224368421632e-14;Up;ATMG00160.1
PEARLI 4;-2.02603036787984;-20.1445625413962;1.58070995677163e-14;Down;AT4G35110.3
SFH12;5.71781163667843;-23.987593034774;1.58089744761517e-14;Up;AT4G36490.1
KCS2;1.80888877235146;-18.9331279539382;1.61340149260426e-14;Up;AT1G04220.1
GER1;-1.90507490958669;-14.9001482883442;1.99981591193689e-14;Down;AT1G72610.1
DUT1;-1.77993905049703;-20.9959214309931;2.04298169514997e-14;Down;AT3G46940.2
AT2G07725;4.16803753907093;-23.2649679784236;2.07761404633933e-14;Up;AT2G07725.1
RPL5;4.16803753907093;-23.2649679784236;2.07761404633933e-14;Up;ATMG00210.1
RAP2.4;1.61233777490695;-18.9918859687676;2.11409735457582e-14;Up;AT1G22190.1
CASPL3A2;2.27354349974969;-22.1916579586165;2.15491283569353e-14;Up;AT1G79780.1
AT4G14819;2.076144675406;-22.1209332107231;2.41300610878237e-14;Up;AT4G14819.1
CYP71A12;-2.91098708565769;-18.9307158210431;2.42170661298407e-14;Down;AT2G30750.1
DEG14;1.86278191717205;-21.4747657924374;2.43008801719144e-14;Up;AT5G27660.2
AT3G10180;-1.5113430505325;-21.8576679043262;2.63576502224627e-14;Down;AT3G10180.1
FER2;1.5328337290353;-21.4579895614225;2.65233035321285e-14;Up;AT3G11050.1
ATCSLA15;-2.80132853118253;-21.5723755852045;3.07931626281333e-14;Down;AT4G13410.1
LECRK-V.6;7.50132036994154;-24.2227160201977;3.23736794378526e-14;Up;AT3G59730.1
AT4G37022;2.56594634552912;-23.1876902017083;3.26283513521117e-14;Up;AT4G37022.1
ERD6;-1.84737816084358;-18.2287559482182;3.42165647129092e-14;Down;AT1G08930.1
EDS5;-1.78391663939209;-20.3604748130611;3.4314931805358e-14;Down;AT4G39030.1
DOF4.1;1.50442640136148;-21.5753138587308;3.60841548680092e-14;Up;AT4G00940.1
AAD3;-1.50236472780263;-21.8060949543908;3.62965845714566e-14;Down;AT5G16230.1
RTFL21;3.17075042126159;-22.6739855553585;3.70886126263996e-14;Up;AT1G67265.1
AT4G03940;1.59712388992845;-21.675231356973;4.0488696852539e-14;Up;AT4G03940.1
AT1G80130;1.73918523256641;-17.264468470062;4.63396762018904e-14;Up;AT1G80130.1
ORF25;3.93538826901596;-21.8083157232511;4.6356879867718e-14;Up;ATMG00640.1
AT3G28640;1.81451749957078;-21.9989162276244;4.96581356300553e-14;Up;AT3G28640.1
CASPL5C3;2.75942035688345;-22.867655514066;5.06505183109222e-14;Up;AT1G49405.1
AT4G11845;1.65109600353511;-21.4646676910181;5.21466963983345e-14;Up;AT4G11845.1
CYP76C6;-1.94014363894839;-21.8090622472111;5.62118696997619e-14;Down;AT1G33720.1
PCC1;-3.16384016921661;-16.7505245162863;5.84150400782206e-14;Down;AT3G22231.1
AT5G16200;1.84063007296434;-21.310736999677;5.94567796622479e-14;Up;AT5G16200.1
AT2G07734;3.92670591248893;-23.5642314305594;6.25707053043236e-14;Up;AT2G07734.1
RPS4;3.92670591248893;-23.5642314305594;6.25707053043236e-14;Up;ATMG00290.1
ATL79;1.71629824437118;-19.4988471688323;6.27550863049852e-14;Up;AT5G47610.1
GLN1;4;-1.53454899843484;-22.3138508947768;6.95351534538569e-14;Down;AT5G16570.1
NA;1.9260820180224;-22.3008872119463;7.27705812144822e-14;Up;AT3G44753.1
AT1G10040;-2.22569956050687;-20.9344684721561;7.76303258696125e-14;Down;AT1G10040.1
PSI2;-1.52364509756683;-19.7043083980548;7.83478413835794e-14;Down;AT1G30755.1
AT1G67180;-2.09168679297952;-22.9879519236752;8.05757004113475e-14;Down;AT1G67180.1
ASF1B;-1.53201005060641;-21.6450977410332;8.88129543855756e-14;Down;AT5G38110.1
YUC9;2.82058349532954;-23.125996374824;8.92142054000313e-14;Up;AT1G04180.1
AT3G59350;1.97240297913528;-19.0289742312678;9.44842128678661e-14;Up;AT3G59350.6
AT4G02110;-1.60169157858645;-21.6171756106784;9.73929991207863e-14;Down;AT4G02110.1
NA;3.92076057798918;-23.1384576103107;1.10330762744265e-13;Up;AT3G24463.1
AT3G02640;-1.53888871674632;-20.5666552033405;1.24310885515989e-13;Down;AT3G02640.1
AT4G16680;1.51971505862356;-20.8875511735404;1.25174785384856e-13;Up;AT4G16680.2
FRO6;-1.51252983237437;-16.7903908201861;1.28299000275102e-13;Down;AT5G49730.1
AT5G41590;-3.70091241215033;-23.9745514893692;1.50503917169063e-13;Down;AT5G41590.1
AT1G62510;2.53802952707606;-18.9064323675176;1.60122525961225e-13;Up;AT1G62510.1
RPS3;4.05766249384657;-21.1432744279311;1.69188020228894e-13;Up;ATMG00090.1
AT2G07718;2.04213050570959;-23.0138022901311;1.74278801797831e-13;Up;AT2G07718.1
ORF313;2.04213050570959;-23.0138022901311;1.74278801797831e-13;Up;ATMG00590.1
PP2C5;-3.0003361356776;-23.7663623689662;1.7929987705683e-13;Down;AT2G40180.1
BG3;-2.94826819350121;-20.8334214074966;1.97812879861902e-13;Down;AT3G57240.1
AT2G33710;-3.00218145720638;-23.2799744598203;2.06352817368887e-13;Down;AT2G33710.2
GSTU12;-4.17746145586193;-22.8971469854737;2.10028660735693e-13;Down;AT1G69920.1
AT3G24000;1.87324528804671;-21.9903619356051;2.23199041592034e-13;Up;AT3G24000.1
AT1G61400;1.81153626754268;-22.410459992613;2.26738224131812e-13;Up;AT1G61400.2
AT2G29300;1.65268240944096;-20.2118224881432;2.37492333563737e-13;Up;AT2G29300.2
AT4G39380;-1.83030280950045;-22.569482248859;2.47275604178593e-13;Down;AT4G39380.2
AT1G31835;1.7879372014838;-22.2433736894493;2.56177384360263e-13;Up;AT1G31835.2
AT5G42010;-1.68712826598169;-22.0048637021138;2.68719772771903e-13;Down;AT5G42010.1
AT3G27640;-2.02227196062165;-23.1394641094598;2.74514343377901e-13;Down;AT3G27640.1
AT2G21840;-2.29957442029895;-23.5023369287495;2.94771530339521e-13;Down;AT2G21840.1
MEE3;-2.98110394562701;-22.6393319906244;3.1237710710469e-13;Down;AT2G21650.1
AT4G19430;5.64907994543738;-21.112370780853;3.1253160211879e-13;Up;AT4G19430.1
AT1G51380;1.98943407109385;-22.2241968010218;3.33160197075429e-13;Up;AT1G51380.1
AT5G01881;1.78457921788858;-22.1517461035475;3.33432154638312e-13;Up;AT5G01881.1
AT1G20230;1.64355418245842;-22.0372049607365;3.6442196040505e-13;Up;AT1G20230.1
ERF-1;1.66253411566132;-20.389792546082;3.64481238524231e-13;Up;AT4G17500.1
ABCG43;-3.20154066348174;-21.0570877192354;3.96368992945941e-13;Down;AT4G15236.1
GLR2.8;-3.01726938141863;-22.8909581584732;4.08949169566492e-13;Down;AT2G29110.2
SPPL5;1.54825830031572;-22.0766865648261;4.50848763082109e-13;Up;AT1G05820.1
PIC30;-1.88005342813258;-18.7838346406965;4.52722317866114e-13;Down;AT2G39210.1
WRKY55;-3.15297738790871;-23.5777296827582;4.8644025104472e-13;Down;AT2G40740.3
PHT3;2;-2.68435772947355;-21.054014415356;4.91427776376119e-13;Down;AT3G48850.1
PCBER1;-1.57704529174158;-20.8503617286311;6.23076111313596e-13;Down;AT4G39230.1
CRR4;1.86452766333471;-22.5981898995796;6.38720074984993e-13;Up;AT2G45350.1
AT3G01960;-1.56210202681423;-22.0107878288104;6.42568153373146e-13;Down;AT3G01960.1
AT5G25930;-2.15622500538013;-19.2409784972647;6.52637310298432e-13;Down;AT5G25930.1
AT5G45700;-2.03413857243501;-22.4170617936828;6.53007517990165e-13;Down;AT5G45700.1
AT2G37980;-2.66169080097824;-23.6730117780785;6.7469597801645e-13;Down;AT2G37980.1
ATDOA11;-1.73719057426861;-22.9024441394519;6.86403941903762e-13;Down;AT5G03390.1
MNU1;1.83601225412462;-21.9590510610322;7.1584541832771e-13;Up;AT5G64710.1
AT1G73040;2.40881908394811;-21.0804100391216;7.67132234965025e-13;Up;AT1G73040.1
CPSF73-II;1.68972348132939;-22.7834291024899;7.67186280726254e-13;Up;AT2G01730.1
RGXT3;-2.66824639108567;-22.5308807886843;7.71047111988053e-13;Down;AT1G56550.1
AT2G25735;-2.3213347819984;-21.1558147823266;8.15251936893334e-13;Down;AT2G25735.1
NA;3.51163487762494;-23.2182100614846;1.12509386538675e-12;Up;AT3G13276.1
AGP5;-2.71122756122753;-20.6119753193914;1.15618297690925e-12;Down;AT1G35230.1
WRKY49;2.74535040200232;-23.2521107939734;1.29047157176031e-12;Up;AT5G43290.1
AT5G02580;2.67594156068601;-23.0159859945212;1.38207129137563e-12;Up;AT5G02580.1
AT1G23840;-1.75587488545144;-21.0289421911423;1.65505756282008e-12;Down;AT1G23840.1
AT5G47160;1.82693496042619;-22.4774740764768;1.82139780041238e-12;Up;AT5G47160.1
AT4G18395;7.22685690039756;-24.1868751885142;1.85125210621699e-12;Up;AT4G18395.1
FRK1;-2.57731720811637;-21.1148991227141;1.90952572084792e-12;Down;AT2G19190.1
NA;3.99226738316629;-24.3222254336111;2.11002517956813e-12;Up;AT5G22785.1
FOX1;-3.05910269579039;-18.7922803726221;2.11395031196295e-12;Down;AT1G26380.1
AT2G07599;2.77709539949687;-23.9148619793285;2.15341253086619e-12;Up;AT2G07599.2
SARD4;-1.69245969664682;-19.750261517903;2.17285130506178e-12;Down;AT5G52810.1
NAC3;2.39784617392063;-21.5498533717842;2.20323627881955e-12;Up;AT3G15500.1
AT1G20690;2.3757564574363;-22.5734397117064;2.30530965383502e-12;Up;AT1G20690.1
LDOX;-2.38842384602475;-18.6600592241573;2.47144823431313e-12;Down;AT4G22880.1
AT1G70640;2.38781818916647;-21.4353431436847;2.59320569400499e-12;Up;AT1G70640.1
AT2G07835;3.80382643030804;-23.1919345651866;3.03047916092334e-12;Up;AT2G07835.1
AT1G31950;1.76010639364175;-22.5423617185979;3.08054663839618e-12;Up;AT1G31950.3
AT4G16400;1.93040491357508;-22.6161687738449;3.122281915613e-12;Up;AT4G16400.1
AT5G03700;-1.50757599734775;-21.5450536961766;3.31544485297047e-12;Down;AT5G03700.1
TT7;-2.30273605465868;-21.111635988818;3.4390017048209e-12;Down;AT5G07990.1
AT2G40095;-2.39274827604856;-21.9202053957838;3.55692953510777e-12;Down;AT2G40095.1
AT2G07719;3.73938976073663;-23.8471617163115;3.66347400977037e-12;Up;AT2G07719.1
ORF161;3.73938976073663;-23.8471617163115;3.66347400977037e-12;Up;ATMG00610.1
ATBBE7;-2.97681078404128;-19.1942260176545;3.90284551572253e-12;Down;AT1G26420.1
AT1G27020;-2.31241557368197;-21.5734791641612;3.99955710895501e-12;Down;AT1G27020.1
WRKY8;-2.27767338820026;-21.2016859292319;4.04717078220179e-12;Down;AT5G46350.1
ATL96;-1.71861685723962;-21.2524729712743;4.42881738820171e-12;Down;AT5G53110.1
RECEPTOR-LIKE PROTEIN KINASE;-3.09405706878462;-20.4863686054788;4.57748509372441e-12;Down;AT4G23150.1
AT3G23955;3.64287357918769;-24.0077332760626;5.05282084124189e-12;Up;AT3G23955.2
NA;1.75985969536041;-22.4316548528871;5.06897356723121e-12;Up;AT4G20953.1
AT3G61920;2.66520318798179;-22.2245579957622;5.09533445520198e-12;Up;AT3G61920.1
AT5G44990;-3.38573225768936;-22.4294940725162;5.69877361245568e-12;Down;AT5G44990.1
PRX40;4.37067503500364;-23.9983777019044;5.71179519627586e-12;Up;AT4G16270.1
AT1G60970;4.64959258769513;-23.6094571098958;6.0336660310919e-12;Up;AT1G60970.1
FAR5;-2.09044425969607;-21.7296118147547;6.44816612001801e-12;Down;AT3G44550.1
AT5G18430;-1.62001905815132;-22.4215397744423;6.5954985497483e-12;Down;AT5G18430.1
AT4G15990;-2.21183971895374;-22.7228176240496;6.67784628698298e-12;Down;AT4G15990.1
MADA1;-1.80758332570538;-21.1699694399085;6.78115734561306e-12;Down;AT4G02800.1
AT1G11210;1.88169913394429;-18.7297739562544;6.81882882900881e-12;Up;AT1G11210.1
AT2G31141;1.82165895201185;-21.5333877674782;6.81882882900881e-12;Up;AT2G31141.1
AT1G45545;1.96884732181826;-22.2733261913672;7.50523143754906e-12;Up;AT1G45545.2
KCS17;2.91287163844891;-22.4147833092542;7.81642336065665e-12;Up;AT4G34510.1
AT3G04010;1.67973995779118;-21.2390461984632;7.94678232836905e-12;Up;AT3G04010.1
AT2G18690;-2.46058686577019;-18.6473496973903;8.15870598638935e-12;Down;AT2G18690.1
ORA47;1.84237907840522;-22.2056845039718;8.21049470418847e-12;Up;AT1G74930.1
NA;2.32237039103053;-22.6181028724059;8.66647968737571e-12;Up;AT4G24413.1
MES1;-2.06033708019055;-22.6969981089685;9.62109360232725e-12;Down;AT2G23620.1
AT1G63530;1.80641721215745;-22.1765045807507;9.87560068780946e-12;Up;AT1G63530.3
AT2G41905;2.12551277832329;-23.1560575634597;1.0467479168813e-11;Up;AT2G41905.1
AT4G02750;1.81756046145148;-22.4959773922022;1.13461314813169e-11;Up;AT4G02750.1
RECEPTOR-LIKE PROTEIN KINASE;-2.46823491756276;-19.1478143755606;1.18736206790377e-11;Down;AT4G23220.1
ORF149;2.28238839529849;-21.9469033184666;1.34073995471785e-11;Up;ATMG00660.1
STMP3;-1.92117360087056;-22.106342750472;1.73096583366934e-11;Down;AT1G65484.1
GSTF6;-2.78037992737032;-14.7335235134942;1.86667070972582e-11;Down;AT1G02930.1
ORF113;3.23651856075247;-23.9188888362821;1.89415444986336e-11;Up;ATMG01220.1
LTI30;-3.54812334103606;-19.0381610867487;2.06760723457868e-11;Down;AT3G50970.1
TIC20-IV;1.76047989380331;-21.4958738295503;2.25715409509758e-11;Up;AT4G03320.1
AT5G46230;-1.97148044328989;-22.3748617944029;2.47317304434648e-11;Down;AT5G46230.1
AT5G06570;-2.15873519808279;-22.926282347087;2.54413471672559e-11;Down;AT5G06570.3
AT2G38995;-1.56475151705001;-21.6680483308213;2.54688428632654e-11;Down;AT2G38995.2
AT5G05240;-1.73053939771977;-22.3985527388697;2.77427989399585e-11;Down;AT5G05240.1
CSLD5;-1.67032682141782;-19.4890329577694;2.96066386040111e-11;Down;AT1G02730.1
AT2G34060;-1.67444705540138;-22.5718029800361;2.96590004995238e-11;Down;AT2G34060.1
AT4G06534;-1.62978144282603;-21.8483891593783;3.08287479837671e-11;Down;AT4G06534.1
AT3G50120;1.72785122615749;-22.7056274707729;3.16378692769218e-11;Up;AT3G50120.1
CYC1BAT;-1.56549775885336;-20.8411319173271;3.32554272361267e-11;Down;AT5G06150.1
CCB382;4.35087051721671;-23.6613473357671;3.42198584282195e-11;Up;ATMG00830.1
AT5G52990;1.56482754147354;-22.4271090882458;3.43724193207015e-11;Up;AT5G52990.1
RPL2;4.07579407826888;-23.2380426598472;3.53643822880638e-11;Up;ATMG00560.1
AT3G04960;1.67239652661928;-22.5686057918089;3.57452163286238e-11;Up;AT3G04960.3
EXO70H4;-1.51356103968118;-22.0044082000387;3.58338482797305e-11;Down;AT3G09520.1
AT5G57760;1.99903588180159;-21.5857429850867;3.62672153537758e-11;Up;AT5G57760.1
AHL17;1.83428613430774;-21.6199068128524;3.6442003762776e-11;Up;AT5G49700.1
SAI-LLP1;-1.57024317322274;-16.549542189543;3.77115144510347e-11;Down;AT5G03350.1
AGL29;2.2784643482632;-23.1046533365072;3.97216067767308e-11;Up;AT2G34440.1
AT3G51400;2.20317230228906;-23.0923602936912;4.20563673543757e-11;Up;AT3G51400.1
AT1G52200;-2.2219941410041;-20.4045981336121;4.67991107446401e-11;Down;AT1G52200.1
AT1G33350;1.51884770019421;-22.6078560562626;4.99591251567009e-11;Up;AT1G33350.1
AT1G47480;-1.78310313293228;-22.3958952715715;5.24624974884588e-11;Down;AT1G47480.1
SYN3;-1.56445097273008;-22.4144483830861;5.44357212548504e-11;Down;AT3G59550.1
IGMT1;-2.02692088150243;-19.9072085443474;5.5138016614195e-11;Down;AT1G21100.1
AT5G13210;1.67930341428741;-20.3936382075377;6.0157450548051e-11;Up;AT5G13210.1
AT5G04380;4.43411085611467;-23.3799544200112;6.06546647838451e-11;Up;AT5G04380.3
AT1G78410;-2.52523558398525;-22.0002909498351;6.1613302158315e-11;Down;AT1G78410.1
AT5G04250;1.62338035399661;-20.7776508763885;7.35431947366899e-11;Up;AT5G04250.1
RLP30;2.04970541329974;-20.7856472264025;7.37645875155067e-11;Up;AT3G05360.1
HIR2;-2.62312394941916;-19.1482532509615;7.91574305089848e-11;Down;AT3G01290.1
AT1G14470;2.0765113653074;-22.9672437027388;8.05332084577618e-11;Up;AT1G14470.1
AT2G29260;2.07491640917317;-23.1690958525957;8.0661480476933e-11;Up;AT2G29260.1
UGT71B6;-2.03318173078681;-22.4524616779207;8.16223176761039e-11;Down;AT3G21780.1
AT3G09060;1.57908059592725;-22.5471421814048;8.31897613118613e-11;Up;AT3G09060.1
GLIP4;-3.64653403228803;-23.9868618389862;8.37671380895139e-11;Down;AT3G14225.1
WAK;-2.37205507022373;-21.8998347223922;8.38347583474567e-11;Down;AT1G79680.1
ASY1;2.81528758008453;-23.2819959090087;8.67233896371509e-11;Up;AT1G67370.1
PBL20;-2.17157254215033;-23.1873116895715;8.68708106175948e-11;Down;AT4G17660.1
AT1G13040;1.56087610108603;-21.8500629881526;9.17382191899004e-11;Up;AT1G13040.1
FIGL1;-1.87733618155473;-23.0692944780212;9.52748032959667e-11;Down;AT3G27120.1
CDC45;-2.19539282546749;-23.0686042583667;9.5841904936599e-11;Down;AT3G25100.1
NAD2A;4.55679844416759;-23.7340233344279;9.64183468321492e-11;Up;ATMG00285.1
ATHCYSTM8;-2.37497002393319;-16.0156161823316;9.79080574407525e-11;Down;AT3G22235.1
AT2G37320;1.64651314324113;-22.6388310269684;1.06321708216167e-10;Up;AT2G37320.1
IAA29;2.08063818547636;-20.2178170722987;1.06692136644191e-10;Up;AT4G32280.1
AT5G13230;2.2014516292589;-23.5918914842247;1.07354572817935e-10;Up;AT5G13230.1
AT1G58225;-2.25617168579187;-20.2775617516395;1.07919534009428e-10;Down;AT1G58225.1
AT3G53650;-1.5223308571088;-22.2424053929499;1.0964965068566e-10;Down;AT3G53650.1
AT5G07760;-2.0366077473342;-22.6112645219782;1.09708786544256e-10;Down;AT5G07760.2
AT4G16000;-1.72673812131377;-21.1961527658655;1.23008550782559e-10;Down;AT4G16000.1
LAZY6;2.50976934704085;-23.2585775527975;1.32866172916129e-10;Up;AT3G27025.1
AT3G42800;2.47311813377159;-22.789792678928;1.39057642432897e-10;Up;AT3G42800.1
MYB111;1.93022001083582;-22.9833558331978;1.44771641160007e-10;Up;AT5G49330.1
LEA3;-2.30281237521648;-22.6035746545092;1.57822705831624e-10;Down;AT1G02820.1
CYCB1;5;1.64262611213457;-21.9171503531858;1.59537426133478e-10;Up;AT1G34460.5
NAP5;1.86782986180139;-21.9445145957599;1.6264669737251e-10;Up;AT1G71330.1
ATFDA12;1.51829591349172;-22.0122966191397;1.73842312043309e-10;Up;AT2G17036.1
CHX16;-1.60333798646233;-22.0620892071928;1.82083518132732e-10;Down;AT1G64170.1
AGP7;1.63653359750386;-19.9554114134109;1.82831021538836e-10;Up;AT5G65390.1
MC7;2.18208744786725;-22.7696091738969;1.92992455484662e-10;Up;AT1G79310.1
AT3G27980;2.00252613207397;-22.5857787522542;1.94708516226712e-10;Up;AT3G27980.1
FLOT1;-2.24187430138859;-19.7107022738728;2.062284031642e-10;Down;AT5G25250.1
XTH20;-3.48255987754602;-23.5609893363124;2.08344258806552e-10;Down;AT5G48070.1
AT5G14690;1.76723439014638;-22.4596652885969;2.26524108083262e-10;Up;AT5G14690.1
NA;3.26740058407044;-24.2128610287891;2.29422363023508e-10;Up;AT1G72545.1
MEF22;1.7152102534923;-22.6426808790399;2.33076378822959e-10;Up;AT3G12770.1
ATGRDP2;-1.8719023912975;-22.194789597737;2.54650319497382e-10;Down;AT4G37900.1
AT1G66880;-1.64073641178807;-18.0401442241263;2.74461049972516e-10;Down;AT1G66880.1
AT2G43870;2.88056341499366;-22.9868884694979;3.11748647443165e-10;Up;AT2G43870.1
NA;-2.22713180319888;-20.9502330332228;3.14335235898619e-10;Down;AT4G18253.1
PLL18;-1.89327971628514;-21.0071069351466;3.18995746723232e-10;Down;AT3G27400.2
AIG2;-1.54036730784441;-17.5724379631687;3.6149405796166e-10;Down;AT3G28930.1
FANCM;-1.78571579732319;-22.777264662525;3.63852810525007e-10;Down;AT1G35530.2
NIT4;-2.47678648164081;-20.686712197406;3.8394411977686e-10;Down;AT5G22300.1
AT3G57010;-1.59732904526499;-21.1736433867986;3.8594827540882e-10;Down;AT3G57010.1
CSLA01;3.78401691076068;-22.3185651357253;4.1215386275273e-10;Up;AT4G16590.1
ARCK1;-3.0208924535979;-19.5196565147284;4.20092363871102e-10;Down;AT4G11890.3
NPF5.2;-2.69847234859032;-21.4467155031008;4.43194326538243e-10;Down;AT5G46050.1
GSTF3;-2.73003058784234;-20.4484612117391;4.52922883060219e-10;Down;AT2G02930.1
AT1G24600;1.79255430267874;-22.0184902468836;4.579174957682e-10;Up;AT1G24600.1
OXYSTEROL BINDING PROTEIN;-2.22962596961037;-22.8935232625243;4.58483237804962e-10;Down;AT2G31020.1
CAF1A;1.79475615853354;-19.6828846149947;4.71458779890338e-10;Up;AT3G44260.1
AT1G68500;2.15434624367523;-22.5202810077577;5.25211921748492e-10;Up;AT1G68500.1
AT5G56120;-1.59728218268226;-21.5743348764691;5.31969630633466e-10;Down;AT5G56120.1
AT2G07798;4.49094100196167;-24.0945376029618;5.35512313054823e-10;Up;AT2G07798.1
AT5G44490;1.53506688818132;-22.5464937459049;5.47692132400112e-10;Up;AT5G44490.1
AT1G29640;2.25631105859976;-22.265272301635;5.49582421663573e-10;Up;AT1G29640.1
AT1G02700;3.46438540041129;-23.7678316591805;5.53296194603999e-10;Up;AT1G02700.1
NA;2.85645206240117;-23.7112836075016;6.73877376045533e-10;Up;AT2G07658.1
BZIP44;1.54515933407103;-22.1329287163551;6.79913236599909e-10;Up;AT1G75390.1
AT3G48080;-1.94587963775122;-21.9314458215167;7.10334010516605e-10;Down;AT3G48080.1
AT5G66230;-1.56921081697725;-21.23002052484;7.3052999146173e-10;Down;AT5G66230.2
NA;2.26970255613967;-23.1765493040462;7.56915606986807e-10;Up;AT1G54773.1
AT3G49740;1.70953004602661;-22.7871933800611;7.73404781877001e-10;Up;AT3G49740.1
ORF111D;1.91585889194486;-22.3863358172986;8.42820628124434e-10;Up;ATMG01370.1
ABCI2;2.26533626787831;-23.3778134419589;8.57930943899843e-10;Up;ATMG00110.1
ATL75;1.55712368957401;-22.2569482988509;8.69252252030775e-10;Up;AT1G49200.1
PAD3;-3.08291375604572;-17.9071285492202;9.13243067424273e-10;Down;AT3G26830.1
DFR;-2.36906669433513;-18.6301988863762;1.11371739437381e-09;Down;AT5G42800.1
AT5G03204;5.03926120500638;-24.3358765106723;1.17822778169696e-09;Up;AT5G03204.1
AT2G35850;-2.53841745855748;-23.8566320853694;1.1816232576265e-09;Down;AT2G35850.1
AT4G17470;1.8919080986247;-18.4838618539093;1.20014625931907e-09;Up;AT4G17470.1
AT4G14820;1.52621547792984;-22.7255355969331;1.2434677508773e-09;Up;AT4G14820.1
FUT4;-1.57759847369745;-19.9805954974249;1.29989787597688e-09;Down;AT2G15390.2
ISTL9;-1.71412289109981;-23.0226554354409;1.32414864644253e-09;Down;AT1G52315.1
PRX9;-3.20809481203685;-23.7163228368597;1.44010873533533e-09;Down;AT1G44970.1
ENODL15;-1.50255638296165;-20.1404679382083;1.48242174282448e-09;Down;AT4G31840.1
AT3G16530;-1.99045568183393;-17.1223051767051;1.50175809898525e-09;Down;AT3G16530.1
AT3G56870;-1.52784440297294;-22.5564037011041;1.50766163640326e-09;Down;AT3G56870.1
AT4G06536;-2.16480319922129;-22.9412035605797;1.52011332373995e-09;Down;AT4G06536.1
AT4G39320;-2.13825649814976;-23.5941822083674;1.53485704272648e-09;Down;AT4G39320.1
AO1;-1.53476597793288;-18.7829080621521;1.59417411674876e-09;Down;AT5G20960.1
AT5G38300;-1.50995840606829;-22.6821552181987;1.69062101340806e-09;Down;AT5G38300.1
ATPMEPCRB;-1.91714325601059;-18.8008185584071;1.7106953461281e-09;Down;AT4G02330.1
AT5G15430;-1.75195015691436;-22.9844953219863;1.7765709389731e-09;Down;AT5G15430.1
AT1G22690;-2.64583407375664;-21.5124304949777;1.85596408566385e-09;Down;AT1G22690.1
ABCG40;-3.23235322246437;-17.7848294460512;2.02465979022126e-09;Down;AT1G15520.1
AT5G36710;-1.76803613415559;-22.4666747606724;2.04294744941127e-09;Down;AT5G36710.2
AT5G36800;-1.76803613415559;-22.4666747606724;2.04294744941127e-09;Down;AT5G36800.2
AT5G64190;1.57164895103002;-22.488858414325;2.31687893570985e-09;Up;AT5G64190.2
CBF2;1.66062922324336;-21.6546843381377;2.35518194924762e-09;Up;AT4G25470.1
AMY1;1.82644006837183;-21.2399024482596;2.38130747527941e-09;Up;AT4G25000.1
NAD6;4.56341198720942;-23.6272720317456;2.38295856698834e-09;Up;ATMG00270.1
GLC;-1.57405456790663;-22.0544179269616;2.48358090002925e-09;Down;AT1G65450.1
AT1G33030;-2.66393754386;-22.4373484418014;2.68266957524996e-09;Down;AT1G33030.1
TCH3;-2.72289785888177;-17.3328775212875;2.72018526022948e-09;Down;AT2G41100.1
AT1G49000;-2.20075223399308;-21.8916194766322;2.72861952104455e-09;Down;AT1G49000.1
CORD4;-1.92040207007245;-22.6198479897563;2.8419827853587e-09;Down;AT1G23790.1
SAUR22;2.10506713555449;-21.606809138857;2.963604124726e-09;Up;AT5G18050.1
