label;logFC;logCPM;FDR;Regulation;Gene_ID
MYBL2;-1.5094671492827;-18.3524368635895;3.74952879408375e-31;Down;AT1G71030.1
TN13;-1.73857818795866;-18.3946301027593;3.85105188304105e-31;Down;AT3G04210.1
AT3G10820;1.52337141594721;-20.2374923007115;4.50180674128868e-31;Up;AT3G10820.2
BUPS1;3.56805145755403;-20.8198116583385;6.02532240977679e-31;Up;AT4G39110.1
AT5G37340;1.85220972434228;-19.9430835569644;6.13029093990087e-31;Up;AT5G37340.2
AT1G29418;1.79090658944443;-19.2879977659986;8.60059980957468e-31;Up;AT1G29418.1
AT4G05631;2.65962179735666;-19.7686619274569;1.02373156079171e-30;Up;AT4G05631.1
AT2G01008;2.1695655681212;-19.8946859567789;1.27738730545145e-30;Up;AT2G01008.1
LAC11;-1.51232143541474;-20.2119121310337;1.28725386650948e-30;Down;AT5G03260.1
FRL2;1.60944961098621;-20.8324526329616;1.84450056887051e-30;Up;AT1G31814.1
RLP48;1.97149305441097;-20.7841677847162;2.16107839979792e-30;Up;AT4G13880.1
AT4G23680;4.12920872088301;-19.3309664583933;2.53943952936417e-30;Up;AT4G23680.1
BIP2;1.90900445333668;-14.8573261914334;2.5442251039684e-30;Up;AT5G42020.3
ACR9;1.53945248074795;-17.6740246704959;2.54498140796237e-30;Up;AT2G39570.1
ESP;2.12388003741611;-16.9720262604963;3.41681798977373e-30;Up;AT1G54040.2
AT5G02230;1.74090552820769;-18.8158234043402;3.45244997985758e-30;Up;AT5G02230.3
PAE11;-1.74171139865105;-18.7290572380124;3.65218392366024e-30;Down;AT5G45280.2
AT3G22142;-2.54372296662938;-18.3960732365769;3.78239726438208e-30;Down;AT3G22142.1
AT5G54720;-3.19492179559804;-21.8351998096326;4.29289180482737e-30;Down;AT5G54720.1
VAL3;2.33927825672581;-21.0224104260002;4.32488720712961e-30;Up;AT4G21550.1
PEN2;-1.52570449556251;-16.3158850165226;4.68271708755302e-30;Down;AT2G44490.1
NRPC1;1.61912715773622;-19.6348566223295;5.04527725169908e-30;Up;AT5G60040.2
AT4G30570;1.815660687176;-21.1147534188938;6.42368220929777e-30;Up;AT4G30570.1
LECRK-V.8;2.41412172817521;-21.037756117972;6.4503775641453e-30;Up;AT3G59750.1
AT2G02750;1.94231903354795;-21.9107182718157;8.85860262606423e-30;Up;AT2G02750.1
PIF3;1.83590504003843;-18.1124783700044;9.77290502402766e-30;Up;AT1G09530.1
AT1G55450;-2.36271619026448;-17.7148685892837;1.00090997783708e-29;Down;AT1G55450.2
BT1;2.0407934456122;-18.9743539477336;1.28140174995804e-29;Up;AT5G63160.1
RGP1;-1.71847452647807;-18.0447441489147;1.73796654835515e-29;Down;AT3G02230.1
AT1G63220;-1.83234072592533;-20.7135165001662;1.96004983205705e-29;Down;AT1G63220.1
AT4G31355;3.49472716778085;-22.5616587115483;2.29437565594498e-29;Up;AT4G31355.1
DEG18;-1.9339480461028;-18.5739646332072;4.8672951546879e-29;Down;AT4G12980.1
ORF262;3.30146003496119;-21.2632662410033;6.05195715611666e-29;Up;ATMG01090.1
CYCA3;2;-1.8053325723461;-21.1483696752161;6.05383275281638e-29;Down;AT1G47210.2
AT3G49645;1.74773500158771;-19.9139948784818;1.2381359102669e-28;Up;AT3G49645.2
NOV;1.66580099648438;-19.5681000488087;1.34952485376099e-28;Up;AT4G13750.1
AT2G01023;2.70754047273498;-21.4733049835748;1.61082377864871e-28;Up;AT2G01023.1
AT1G14170;-1.78309702446056;-20.2564386942341;1.81411870038392e-28;Down;AT1G14170.3
AT5G03990;1.50751597171908;-19.8097601054176;1.86075134573919e-28;Up;AT5G03990.1
AT5G11090;2.09530756996396;-18.2720175890879;1.97247225554001e-28;Up;AT5G11090.1
AT4G14270;1.55120706651285;-16.4951969947902;2.91803072283433e-28;Up;AT4G14270.1
LDAP3;-1.57379877447036;-19.5552318893621;2.98070619879195e-28;Down;AT3G05500.1
CPN60A;1.54540516879784;-14.6776070050004;3.32715806627699e-28;Up;AT2G28000.1
AT3G49320;2.11531866656592;-20.9140728463999;4.74319703616608e-28;Up;AT3G49320.1
AT5G25170;-1.50696625292778;-21.0943120931708;1.60233989151985e-27;Down;AT5G25170.1
AT5G54940;1.65871729530995;-15.0096990057407;1.72916421233111e-27;Up;AT5G54940.1
WAG2;2.68325067610457;-21.6894238323595;2.32722680989466e-27;Up;AT3G14370.1
WRKY6;-2.4042111384867;-19.3456740093184;2.51827234184748e-27;Down;AT1G62300.1
LRK10L3;-1.6461923460447;-19.3849512594068;3.8426019582051e-27;Down;AT5G38210.2
AT5G10946;1.87284668928117;-20.2929485785865;5.89670237299659e-27;Up;AT5G10946.2
AT4G31351;2.04132435310275;-21.289304681825;7.59003523846319e-27;Up;AT4G31351.1
MLO12;-2.87983798153912;-19.9737637164031;8.44114268619059e-27;Down;AT2G39200.1
LACS3;-1.6161878661807;-18.0142262208552;8.99646038294268e-27;Down;AT1G64400.1
AT1G62310;1.93265123072718;-17.6029742442735;9.95207747172217e-27;Up;AT1G62310.1
PEP;-2.03733977192067;-19.446343513111;1.24867548916826e-26;Down;AT3G01550.1
AT5G66052;1.84119065860423;-19.5557520886787;1.45970420462598e-26;Up;AT5G66052.1
AT5G44910;-2.26681399699589;-22.1323045102072;1.76063649890139e-26;Down;AT5G44910.1
AT3G28220;-2.56694426282607;-16.1368997130381;2.76451813354636e-26;Down;AT3G28220.1
DREB2A;3.06767604602216;-19.4688326903115;3.49630920624715e-26;Up;AT5G05410.1
AT5G02670;1.51447794238471;-19.6859295962255;3.58633356268816e-26;Up;AT5G02670.1
SCA3;1.5100969947356;-17.7778285145626;4.79570487280631e-26;Up;AT2G24120.1
LECRK-V.9;-2.02828826759725;-21.0773319314549;6.79098686547807e-26;Down;AT4G29050.2
CNGC10;-2.99988413054679;-21.4500827579187;7.0895097139747e-26;Down;AT1G01340.2
ATLTP4.4;-2.80405277312932;-19.301717731396;8.09870835073069e-26;Down;AT5G55450.1
ORF139A;5.99454168002455;-22.7744952283971;1.03286493631127e-25;Up;ATMG00170.1
ORF139B;5.99454168002455;-22.7744952283971;1.03286493631127e-25;Up;ATMG00620.1
AT3G57590;1.51156231140423;-20.5303776615445;1.55948867503487e-25;Up;AT3G57590.1
TZF5;2.005648850303;-19.8618445872276;1.58564567818397e-25;Up;AT5G44260.1
AT5G24155;3.01516046733331;-20.1418123684671;2.13731592194374e-25;Up;AT5G24155.1
AT1G04800;-1.67955171926739;-18.370209396798;2.22747053175768e-25;Down;AT1G04800.1
ERF9;2.60513666948207;-21.8094029953979;2.32809828093094e-25;Up;AT5G44210.1
COL9;2.4439265395976;-21.2851426384858;2.98860565232692e-25;Up;AT3G07650.1
AT5G66053;1.98972422530979;-20.1318559867529;3.03907383780193e-25;Up;AT5G66053.1
PDC2;1.75432753673054;-17.417973027841;3.05519790086152e-25;Up;AT5G54960.1
UGT76C2;-1.93518997505837;-20.7176151866696;3.33154379621399e-25;Down;AT5G05860.1
RGLG5;-1.50838729744192;-19.8652170132189;3.74144721259307e-25;Down;AT1G67800.2
PTAC18;1.50553703059403;-19.5027260032395;3.86830229209865e-25;Up;AT2G32180.1
AT4G18280;2.70210009979368;-17.4233785808704;3.99139736537066e-25;Up;AT4G18280.1
LAP3;1.79378379618489;-20.3731924257274;4.42440931415669e-25;Up;AT3G59530.1
AT4G32208;2.15947008605441;-21.3786915974083;4.48107473726668e-25;Up;AT4G32208.1
ATBBE11;-2.74523819245194;-22.2277997143802;5.3759094727014e-25;Down;AT1G30730.1
AT5G50335;1.85353953854074;-20.7598788378991;5.89948051715966e-25;Up;AT5G50335.1
PEN3;-1.89657009317526;-14.3534230174379;7.4803097773126e-25;Down;AT1G59870.1
WRKY30;-4.25697320066924;-20.0836831825309;1.03252978470273e-24;Down;AT5G24110.1
AT1G28660;1.58443502713856;-20.2692658210599;1.42839311416827e-24;Up;AT1G28660.1
AT3G07860;1.81960557291056;-21.1735587877921;1.99351116185471e-24;Up;AT3G07860.1
GH9B5;-2.86869234444787;-22.5154533268897;2.17661958944761e-24;Down;AT1G19940.1
LECRK-IV.1;-1.91332407287474;-16.6971545371054;2.69595337582143e-24;Down;AT2G37710.1
DML3;1.76968244304574;-20.0077907585742;4.08884100201075e-24;Up;AT4G34060.3
TDR1;-3.32011556791036;-23.7710641172449;4.9703708523456e-24;Down;AT3G23230.1
AT3G54750;-1.62891523731093;-20.5195019323851;5.70407710402318e-24;Down;AT3G54750.3
AT5G59530;-3.54697002193942;-21.9745140007749;5.92249877316886e-24;Down;AT5G59530.1
AT1G78830;-1.78712531090045;-17.0320804041482;7.34208305827778e-24;Down;AT1G78830.1
RLP14;1.55138357322852;-20.1618670277755;7.50289150388655e-24;Up;AT1G74180.1
AT3G05165;1.52082636106407;-17.8170061920349;1.01943415792045e-23;Up;AT3G05165.6
AT5G57565;1.65090380261242;-20.2971151760058;1.23364688072565e-23;Up;AT5G57565.4
DDR1;-1.52397234892283;-20.6335995397596;1.35015199796048e-23;Down;AT5G38690.1
OPR1;-1.94916161929089;-18.4762437646592;1.60748345467302e-23;Down;AT1G76680.2
AT5G02430;1.73886308881877;-20.8816150595011;1.85138254322821e-23;Up;AT5G02430.1
RLP52;-4.23725900978444;-23.0680097112417;2.1549800335091e-23;Down;AT5G25910.1
AT4G28550;-1.82943572600517;-21.4039294042549;2.20694006878617e-23;Down;AT4G28550.1
GMI1;1.6312051342111;-20.173354680522;2.69775077881487e-23;Up;AT5G24280.1
PRIN2;1.53403821176919;-19.4526286696666;2.9103456081876e-23;Up;AT1G10522.1
ZIP7;-1.83339437785588;-21.8730097542294;3.68217698540276e-23;Down;AT2G04032.1
AOG1;1.737319159873;-20.5274137035377;3.77377602582117e-23;Up;AT5G57790.1
RECEPTOR-LIKE PROTEIN KINASE;-3.14210973253754;-21.7190665455358;4.02623847619053e-23;Down;AT4G11470.2
NF-YB8;1.66038241630401;-21.1822738434408;4.25070171396225e-23;Up;AT2G37060.1
IGMT4;-1.94241495624264;-16.1052557821477;5.25251695536065e-23;Down;AT1G21130.1
EGY3;2.59369150439494;-17.771453064905;5.31825142261934e-23;Up;AT1G17870.1
PBL33;2.07878484002628;-21.1704198450183;5.90939356561137e-23;Up;AT1G72540.1
AT2G31600;1.5424159298915;-21.0319231472188;6.802623359664e-23;Up;AT2G31600.1
RPD1;1.53053199357338;-20.3407016978988;6.81908922104605e-23;Up;AT4G33495.1
PMT6;-2.23227173160223;-19.7646458246456;6.90565913003718e-23;Down;AT4G36670.1
CPK27;-2.40908738599906;-21.7681863044392;7.27817370128416e-23;Down;AT4G04700.1
AT5G04780;1.84864387113203;-21.8276953238142;8.75186984091478e-23;Up;AT5G04780.1
AT1G53035;1.73472180726275;-21.1792354247649;9.60557051372545e-23;Up;AT1G53035.2
STP1;-1.64140661859062;-17.8962996951835;1.33602540580249e-22;Down;AT1G11260.1
AT2G07739;3.90520312920799;-21.7162523420561;1.35250021720858e-22;Up;AT2G07739.1
AT2G42370;1.84222957285534;-20.8423507075474;1.79939668222282e-22;Up;AT2G42370.1
AT1G25141;-3.20966000457425;-22.3156233764112;2.02998894289866e-22;Down;AT1G25141.1
AT1G68930;2.29787715229257;-22.3724865609212;2.11341800638238e-22;Up;AT1G68930.1
PLA2A;-2.24165249504549;-18.8266008566612;2.63810841084381e-22;Down;AT2G26560.1
BIC2;-1.8384428649568;-19.6302457886672;2.90882377661998e-22;Down;AT3G44450.1
DCF;-1.62475241915728;-19.2914471548447;3.3116002133876e-22;Down;AT3G48720.1
AT5G48540;-2.76108376639558;-18.8116058429218;3.76474724905012e-22;Down;AT5G48540.1
AT2G07698;5.38739231969924;-19.8997414916173;4.10494380243458e-22;Up;AT2G07698.1
AT1G02360;-3.01381003479391;-20.1510207317714;4.5253756477745e-22;Down;AT1G02360.3
LRX10;2.50162873366889;-18.9656908382955;4.81890457289272e-22;Up;AT2G15880.1
AT3G02910;1.66381731193144;-18.8827427106272;5.09304370412664e-22;Up;AT3G02910.1
LECRK-IX.1;1.96106161609385;-20.8514488382727;5.64766358886586e-22;Up;AT5G10530.1
PSRP3/2;-1.9384939371817;-22.045555659831;6.2871858186679e-22;Down;AT5G15760.1
AT1G76590;1.57562754796693;-19.1612695158829;6.86892358948276e-22;Up;AT1G76590.1
AT3G29638;3.72031010586482;-23.179492100732;7.93182188568485e-22;Up;AT3G29638.1
LFG4;2.93269570286645;-21.4646500273898;8.87463560545174e-22;Up;AT1G03070.1
NA;4.61342670371764;-22.3228509203542;1.55114160637019e-21;Up;AT3G29637.2
HMGB2;-1.67521601465049;-16.5355052088701;1.80552609901057e-21;Down;AT1G20693.1
HSFA7A;2.04747215303617;-21.4531345584426;1.91199530398073e-21;Up;AT3G51910.1
HTT1;4.8965718396253;-22.8440054190942;1.93477160321423e-21;Up;AT4G29770.2
ASMT;-2.59892406661789;-22.5203683698492;2.64871231640371e-21;Down;AT4G35160.1
AT4G31354;4.78204449921159;-23.3576077918926;3.43523592273791e-21;Up;AT4G31354.1
GSR 1;-1.87238184504437;-17.3218587747027;3.80105555855901e-21;Down;AT5G37600.1
AT4G36010;2.12446813089574;-19.1179660853756;3.8383287359283e-21;Up;AT4G36010.1
AT1G61360;-2.12757791831619;-20.0643681267719;4.02652708140637e-21;Down;AT1G61360.1
CHX21;3.74157717942802;-23.513122513862;4.61048209322497e-21;Up;AT2G31910.1
AT4G39610;-8.94619304740032;-23.8540621978267;4.8194536036478e-21;Down;AT4G39610.1
AT1G17147;-2.37843602993141;-21.1158743619355;6.48217949594219e-21;Down;AT1G17147.1
CENP-C;-1.57782372143532;-20.4531539130038;8.69936513049883e-21;Down;AT1G15660.1
WSD7;-1.73141674974119;-20.710676695236;1.01353995990932e-20;Down;AT5G12420.1
GDPD6;-2.28608055781008;-21.7209534017045;1.29093638029317e-20;Down;AT5G08030.2
AT1G24265;1.73045051795066;-21.8932833611829;1.30541058396143e-20;Up;AT1G24265.3
AT2G07671;4.05397002418166;-21.0564253443815;1.4289751257229e-20;Up;AT2G07671.1
ATP9;4.05397002418166;-21.0564253443815;1.4289751257229e-20;Up;ATMG01080.1
AT4G19090;1.51321919130867;-21.5811286849864;1.74000608376467e-20;Up;AT4G19090.1
AHL16;1.71754660718375;-20.9444642804748;1.8195880178674e-20;Up;AT2G42940.1
AT1G64600;1.51779211562035;-20.5163195383584;1.95179653554393e-20;Up;AT1G64600.1
AT2G27830;1.5279928447499;-19.256932697037;2.24066872384043e-20;Up;AT2G27830.1
BHLH14;2.75911262932576;-22.4033071591508;2.24416144547865e-20;Up;AT4G00870.1
FRG5;2.07116526551555;-22.563141822686;2.73463622982502e-20;Up;AT1G11100.4
AT2G35170;-1.97783864620462;-22.1370886157161;2.76992724003529e-20;Down;AT2G35170.1
AT3G10120;1.65692250234043;-20.9503296016815;2.89672637500705e-20;Up;AT3G10120.1
MATR;3.3590885594864;-21.7530657858278;3.04167142482757e-20;Up;ATMG00520.1
AT2G35750;1.98873174383979;-20.9040231987274;3.34854691277944e-20;Up;AT2G35750.1
AT1G12290;1.80520411113218;-20.3179808664028;3.54652054822421e-20;Up;AT1G12290.1
KCS12;-2.5577660578687;-18.3551146499437;4.4904569150869e-20;Down;AT2G28630.1
PUP21;-1.88329051041399;-19.758750914061;4.89996332675471e-20;Down;AT4G18205.1
AT3G57460;-2.98720758867544;-22.1187125350617;5.71973526703115e-20;Down;AT3G57460.1
GLR2.9;-3.91849132642121;-24.1875750117886;5.8889812040706e-20;Down;AT2G29100.2
AT3G26350;2.23416752059651;-22.4111649646075;6.14659061998675e-20;Up;AT3G26350.1
AT1G34160;1.8711618447582;-21.6930255865572;6.49349297799048e-20;Up;AT1G34160.1
AT5G63500;1.71608495060568;-20.93462131437;6.86893394100712e-20;Up;AT5G63500.1
HTA11;-1.73264920972531;-20.4654029795201;7.13680910936516e-20;Down;AT3G54560.1
ROXY10;-1.85970366871566;-18.9782858607567;7.22846808055847e-20;Down;AT5G18600.1
AT1G76994;8.2644153833211;-23.806868868925;7.6214977119225e-20;Up;AT1G76994.1
LHT1;-2.30151423452465;-19.1896494104475;7.95236372528084e-20;Down;AT5G40780.1
ORF315;5.39526654184858;-23.7724056807805;1.17074750624963e-19;Up;ATMG00040.1
AT5G19875;2.25608463156985;-20.0128194228205;1.2725701711605e-19;Up;AT5G19875.1
ATP1;4.94995389288916;-18.8793271857489;1.33366781328813e-19;Up;ATMG01190.1
NA;-3.5923486046784;-21.9559736975323;1.83446467931788e-19;Down;AT2G25297.2
AAT1;-2.61398971398166;-21.4446484323045;1.8502026918574e-19;Down;AT4G21120.1
SHB1;-2.1048616822061;-22.0099607246266;2.12172236164503e-19;Down;AT4G25350.1
FAC19;1.53902824293663;-21.7116122042319;2.13688959797733e-19;Up;AT1G13800.1
CUAO;2.12124626644556;-17.4629315689379;2.69506574247791e-19;Up;AT4G12290.1
CCB452;2.98428532005359;-22.1086847716667;3.24181715864176e-19;Up;ATMG00180.1
NAC6;2.02321479080197;-19.6626321828463;3.28153483160489e-19;Up;AT5G39610.1
AT3G50170;-3.64930918724808;-24.1651953522621;3.31553258026496e-19;Down;AT3G50170.1
CPNA2;1.60924961145532;-20.0556556086318;3.56936153155485e-19;Up;AT5G18820.1
AT3G12910;-3.63379572304328;-21.5433562354395;3.5849272625826e-19;Down;AT3G12910.1
CYP81F3;-1.89321118400981;-22.0871181777544;3.59503835474031e-19;Down;AT4G37400.1
AT1G17940;1.61471380973307;-18.6430171528948;3.69754867151798e-19;Up;AT1G17940.1
AT3G02390;2.1154386244903;-22.1810586252827;3.86421659655654e-19;Up;AT3G02390.2
ABCI21;-1.73965781239872;-21.3165879670939;3.9797242698866e-19;Down;AT5G44110.1
AT5G44585;-3.67172491301408;-23.6916118453458;4.20187596843887e-19;Down;AT5G44585.1
CRY3;-1.85680703170286;-21.4501919166608;4.29973640807556e-19;Down;AT5G24850.1
APS;-1.6497882077748;-21.7751371615509;4.45364644143146e-19;Down;AT5G67520.1
AT1G19396;2.30213877291528;-21.7823437842658;4.5409009403682e-19;Up;AT1G19396.2
LRK10L1.2;-1.66809088655283;-20.6023436037082;4.68801538896986e-19;Down;AT1G18390.2
DREB2B;2.08137704179595;-21.4885263763222;5.04472869069943e-19;Up;AT3G11020.1
SAUR57;3.88667969561217;-22.2734840600884;5.67430011809664e-19;Up;AT3G53250.2
AT4G03450;-3.20325961215754;-21.7738172309429;6.27296000309668e-19;Down;AT4G03450.1
AT3G07150;3.30285669271379;-22.4484890966207;7.11481569260657e-19;Up;AT3G07150.1
PHR1;-2.28096622539151;-22.6005073587331;7.73559475505174e-19;Down;AT1G12370.2
RASD1;-2.13669059168319;-21.9623922822318;8.75891388321715e-19;Down;AT5G48310.1
CML42;-1.76055067423991;-21.113494628935;1.04194451745105e-18;Down;AT4G20780.1
AT1G51890;-2.955584959381;-20.08830138019;1.10087200598531e-18;Down;AT1G51890.2
AT3G14740;-2.35025233173454;-22.4770316873424;1.16931009545462e-18;Down;AT3G14740.2
AT4G27850;2.10156595414087;-21.6639701550322;1.26189517422333e-18;Up;AT4G27850.1
NA;2.95426266564486;-19.7233980472863;1.4011227586915e-18;Up;AT1G62515.1
AT4G25070;-3.34018613780105;-22.6319542179819;1.84964346011974e-18;Down;AT4G25070.2
AT4G36230;-1.78526963191552;-22.0877535872793;2.0607878988287e-18;Down;AT4G36230.1
AT4G23030;-2.34024724146391;-22.9618869797062;2.41861150750241e-18;Down;AT4G23030.1
RIP7;1.99648844111941;-21.7488379325675;2.78118144292277e-18;Up;AT1G72530.2
RTL1;-3.41494476833581;-23.7851993792193;3.47687472129657e-18;Down;AT4G15417.2
AT5G59670;-2.41571524904565;-20.9007860756491;3.5127988266609e-18;Down;AT5G59670.1
KCR2;-2.62661580795764;-22.5152326456994;3.59316461785145e-18;Down;AT1G24470.1
AT4G00670;1.9962085114921;-21.2213501256522;3.6322995843622e-18;Up;AT4G00670.1
AT1G08160;-1.55194219583322;-21.0352673047619;3.65277511495712e-18;Down;AT1G08160.1
AT3G54830;-1.51996706334245;-20.1326832740047;3.75215693362663e-18;Down;AT3G54830.1
TBL15;-4.65189892836452;-23.5224430538505;4.31153365022715e-18;Down;AT2G37720.1
PME12;-2.50416991229301;-19.9264381273501;5.43255476089962e-18;Down;AT2G26440.1
AT1G72800;1.5989600808865;-20.7187422551871;5.46924890263349e-18;Up;AT1G72800.1
TBL45;-2.19567750682736;-20.187700287827;6.0550118283291e-18;Down;AT2G30010.2
HTT3;2.90230871090504;-22.4537003834933;8.04872235181222e-18;Up;AT5G18065.1
ORF275;2.98787282982939;-22.1336139293315;1.08055145094377e-17;Up;ATMG00670.1
AT5G17540;2.24850797036978;-22.2089207469256;1.11168297359078e-17;Up;AT5G17540.1
MC2;-3.05812430180121;-22.5053506858716;1.15530163293004e-17;Down;AT4G25110.1
COR28;3.54355132620789;-22.5847890265068;1.25546720542021e-17;Up;AT4G33980.2
EMB2795;-1.85128767012972;-22.0802231308229;1.4310883679792e-17;Down;AT2G32590.1
AT5G27400;1.74935189346266;-20.348065157115;1.97122458538064e-17;Up;AT5G27400.1
SCPL9;1.9177364396946;-19.4578908344631;1.98483772312835e-17;Up;AT2G23010.1
AT2G14900;1.75879339562749;-20.2088252059079;2.39961784240306e-17;Up;AT2G14900.1
AT3G61810;1.59028274236656;-20.9434063250689;2.48300073580709e-17;Up;AT3G61810.1
AT4G01335;2.7508912722619;-22.3264747996518;2.75169167912645e-17;Up;AT4G01335.1
PIRL2;-2.87909645194955;-20.4992817164816;2.96098914598346e-17;Down;AT3G26500.1
AT5G49680;-1.69514668729229;-21.169056802681;2.98535865511733e-17;Down;AT5G49680.2
AT1G30190;2.85956756980244;-21.2130835775036;3.04362516711382e-17;Up;AT1G30190.1
AT5G42146;1.67841986964795;-21.4571593527597;3.17848992698263e-17;Up;AT5G42146.1
AT2G36970;-2.24128177271866;-21.7318699605589;3.17848992698263e-17;Down;AT2G36970.1
AT1G52800;-1.70803880890796;-22.1751885936625;3.3364663937251e-17;Down;AT1G52800.1
ASB1;-1.58967778928909;-18.2322740244911;3.63057612244653e-17;Down;AT1G25220.2
SEC3B;-1.69681702603699;-21.3768075032589;3.82959767722504e-17;Down;AT1G47560.1
FAD8;-1.595436752367;-19.3621427206063;5.62178136519168e-17;Down;AT5G05580.1
AT2G36200;-1.6288835357325;-20.6929827636505;6.05953350904764e-17;Down;AT2G36200.2
GDPD3;4.35433748521694;-22.9170220786536;6.50066570861902e-17;Up;AT5G43300.1
ATPAE10;-1.61825618130271;-20.7000728404595;6.757110043098e-17;Down;AT5G26670.1
UPS1;-1.50313465689768;-21.2551232314237;7.45998869986623e-17;Down;AT2G03590.1
MYOB4;3.58770493392561;-23.2204787831475;7.55038942572714e-17;Up;AT2G30690.1
TSA1;-1.95591105548878;-17.0979802835144;7.66851841787164e-17;Down;AT3G54640.1
AT3G54000;1.88485059389182;-21.8257633370786;7.68532154539125e-17;Up;AT3G54000.1
AT2G07707;3.61767017840033;-22.7288152149052;8.08269588371514e-17;Up;AT2G07707.1
ORFB;3.61767017840033;-22.7288152149052;8.08269588371514e-17;Up;ATMG00480.1
AT1G21940;7.69893125066453;-23.981970775944;8.49683329538942e-17;Up;AT1G21940.1
SPT;1.63719742931084;-21.7310920406003;9.03670266932245e-17;Up;AT4G36930.1
ATBBE16;1.93856248218351;-17.6331625708069;9.49929450677158e-17;Up;AT2G34810.1
AT4G39952;2.11476245142203;-22.101891673804;9.89452623988979e-17;Up;AT4G39952.1
EDA39;-2.41523469637269;-17.9010255114343;1.2551822781762e-16;Down;AT4G33050.5
NA;2.82102606875981;-21.9001360130704;1.47359229881178e-16;Up;AT5G25755.1
ABCB21;-2.20582518172661;-20.3034953126737;1.64331083546652e-16;Down;AT3G62150.1
AT4G19380;-1.84362654647398;-21.8023186499443;1.67846150981286e-16;Down;AT4G19380.2
PAT15;-1.93501612180233;-22.115982549049;2.02990742258685e-16;Down;AT5G04270.1
NA;-2.52229200161089;-22.9051432263582;2.03254087015871e-16;Down;AT1G18193.1
AT2G42920;1.66645102337957;-20.7375778965563;2.06656025241363e-16;Up;AT2G42920.1
AT5G07810;-1.67763561285124;-21.964289970808;2.34686510064567e-16;Down;AT5G07810.1
AT4G18250;-3.71444703653826;-22.3110922885603;2.60165712831997e-16;Down;AT4G18250.1
VIM3;-1.59935009121849;-21.5341464801443;2.71373325277001e-16;Down;AT5G39550.1
AT5G54165;3.13971047595314;-21.4367475442515;3.3254019672969e-16;Up;AT5G54165.1
AT4G31000;-1.56793267810242;-19.9053421193028;4.15000007815845e-16;Down;AT4G31000.1
AT2G18150;-1.66990657695861;-20.4937974479178;4.23731328656745e-16;Down;AT2G18150.1
AT4G09420;-2.2734411031345;-22.683067983955;4.28169683940372e-16;Down;AT4G09420.1
DIR1-LIKE;-2.03079093670096;-19.4078749513887;4.36668300159241e-16;Down;AT5G48490.1
CP5;5.76841935111029;-23.74229773537;4.78722755021785e-16;Up;AT1G48700.4
AT4G26660;-1.76972298438669;-21.4835424129735;5.06974321723425e-16;Down;AT4G26660.1
EP3;-2.18213436526505;-20.7838338904054;5.53815414499395e-16;Down;AT3G54420.1
ATP6-2;5.22613363690335;-22.757352974819;5.59273518641812e-16;Up;ATMG01170.1
SLAH2;-2.52810135426211;-22.7776020436173;6.0737571856495e-16;Down;AT4G27970.1
NA;-2.42477309147913;-19.6629542403552;6.88295355647116e-16;Down;AT3G60415.1
YLS5;-2.29059091801582;-17.4606926899097;7.09240651001078e-16;Down;AT2G38860.2
GRXC11;-3.12476237184742;-22.4563117727297;7.63947884694883e-16;Down;AT3G62950.1
AT5G45573;2.26355284350797;-22.6279055057457;8.26301131452658e-16;Up;AT5G45573.1
NA;-1.83380399169183;-21.7478237726171;8.42069313599554e-16;Down;AT4G16857.2
AT2G37900;1.81779748777087;-20.5681489025485;8.48119831862752e-16;Up;AT2G37900.1
AT5G07330;5.15301910299161;-22.2667267363354;8.96991601275084e-16;Up;AT5G07330.1
PXMT1;-4.36776377376189;-16.7993775502167;1.00880118874803e-15;Down;AT1G66700.1
RPA70D;-1.70614665898349;-20.8989081557428;1.0235389851107e-15;Down;AT5G61000.1
RPL16;3.61263518450938;-22.2017960965023;1.05617984649073e-15;Up;ATMG00080.1
AT1G20720;-1.73351581763321;-22.0109129336668;1.06286615530909e-15;Down;AT1G20720.2
PUP18;-1.9138163858856;-19.4756741259333;1.37619870850412e-15;Down;AT1G57990.1
AT3G18020;1.62965886082483;-21.7947004573263;1.42632317543874e-15;Up;AT3G18020.1
IGMT3;-1.99094497239387;-20.5401140629343;1.64377131590582e-15;Down;AT1G21110.1
AT1G29465;2.44244932495678;-22.0614303459071;1.65609018980091e-15;Up;AT1G29465.1
ENODL18;1.80857974669401;-21.6548045852081;1.69193470839765e-15;Up;AT1G08500.1
FAS1;-1.50981820053373;-21.00710936937;1.83037429610555e-15;Down;AT1G65470.1
NA;-2.61684120594951;-22.1471112020003;1.99811875286682e-15;Down;AT4G19975.1
ORF294;3.88463557803294;-21.7467585068639;2.05515789682812e-15;Up;ATMG01200.1
+;4.78832844348892;-23.7077435057565;2.10864473901646e-15;Up;AT1G80660.1
CHIL;-2.20096588033968;-19.6252453398335;2.12882115015946e-15;Down;AT5G05270.1
AT2G40390;-2.02913971636777;-22.3531642394038;2.20842838183379e-15;Down;AT2G40390.1
IRT3;1.61809614800494;-19.3835343847774;2.32322368143236e-15;Up;AT1G60960.1
NAD4L;3.91874115032416;-22.5755936842292;2.6076777633292e-15;Up;ATMG00650.1
AT5G39160;2.24434852395599;-21.9903772759819;2.7134453157057e-15;Up;AT5G39160.1
AT4G17440;1.5347195909643;-21.7104499958382;3.13439627698062e-15;Up;AT4G17440.3
