,from,to,pval,fdr,value
33,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT5G63160-AT3G11020-AT1G11100-AT1G67370-AT1G74890,AT1G52990,0.000999000999000999,0.00403442711135019,2
34,AT5G43290,AT1G52990,0.002997002997003,0.00815246929236567,2
35,AT1G62300,AT4G32280,0.001998001998002,0.00659717640849716,2
36,AT3G51910,AT4G32280,0.001998001998002,0.00659717640849716,2
37,AT5G44210,AT3G09940,0.002997002997003,0.00815246929236567,2
38,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT5G63160-AT3G11020-AT1G11100-AT1G67370-AT1G74890,AT2G30010,0.000999000999000999,0.00403442711135019,2
39,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT3G20395,0.013986013986014,0.0185420639966094,2
40,AT3G51910,AT3G20395,0.002997002997003,0.00815246929236567,2
41,mean_AT2G26150-AT3G24500-AT4G11660-AT5G05410-AT3G23150,AT3G20395,0.00999000999000999,0.0151582521524718,2
42,AT4G28140,AT1G32950,0.000999000999000999,0.00403442711135019,2
43,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT5G63160-AT3G11020-AT1G11100-AT1G67370-AT1G74890,AT2G27402,0.001998001998002,0.00659717640849716,2
44,AT3G14740,AT2G27402,0.004995004995005,0.0107916774583441,2
45,mean_AT2G26150-AT3G24500-AT4G11660-AT5G05410-AT3G23150,AT2G27402,0.00599400599400599,0.0117859668421466,2
46,AT3G46640,AT1G75750,0.00699300699300699,0.0124875124875125,2
47,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT1G75750,0.00999000999000999,0.0151582521524718,2
48,AT5G24330,AT5G16080,0.001998001998002,0.00659717640849716,2
49,AT4G21550,AT5G16080,0.004995004995005,0.0107916774583441,2
50,AT3G14740,AT2G21650,0.011988011988012,0.0168280916944019,2
51,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT5G63160-AT3G11020-AT1G11100-AT1G67370-AT1G74890,AT2G21650,0.003996003996004,0.00966775160323547,2
52,mean_AT2G26150-AT3G24500-AT4G11660-AT5G05410-AT3G23150,AT2G21650,0.011988011988012,0.0168280916944019,2
53,AT3G51910,AT1G54040,0.00799200799200799,0.0133200133200133,2
54,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT1G54040,0.00999000999000999,0.0151582521524718,2
55,mean_AT2G26150-AT3G24500-AT4G11660-AT5G05410-AT3G23150,AT1G54040,0.00599400599400599,0.0117859668421466,2
56,AT3G51910,AT3G53250,0.001998001998002,0.00659717640849716,2
57,AT4G32280,AT3G53250,0.00699300699300699,0.0124875124875125,2
58,AT5G43290,AT3G23550,0.000999000999000999,0.00403442711135019,2
59,mean_AT4G01720-AT5G46350,AT3G23550,0.002997002997003,0.00815246929236567,2
60,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT5G63160-AT3G11020-AT1G11100-AT1G67370-AT1G74890,AT2G21820,0.000999000999000999,0.00403442711135019,2
61,AT1G07050,AT1G16370,0.00599400599400599,0.0117859668421466,2
62,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT5G63160-AT3G11020-AT1G11100-AT1G67370-AT1G74890,AT1G16370,0.022977022977023,0.0283167536688663,2
63,AT4G21550,AT5G24330,0.000999000999000999,0.00403442711135019,2
64,mean_AT2G26150-AT3G24500-AT4G11660-AT5G05410-AT3G23150,AT1G80660,0.000999000999000999,0.00403442711135019,2
65,AT4G00870,ATMG00030,0.00999000999000999,0.0151582521524718,2
66,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT5G63160-AT3G11020-AT1G11100-AT1G67370-AT1G74890,AT5G48490,0.001998001998002,0.00659717640849716,2
67,mean_AT4G01720-AT5G46350,AT5G51465,0.000999000999000999,0.00403442711135019,2
68,AT5G43290,AT5G51465,0.003996003996004,0.00966775160323547,2
69,AT4G21550,AT1G55940,0.000999000999000999,0.00403442711135019,2
70,AT4G00870,AT1G28135,0.000999000999000999,0.00403442711135019,2
71,AT1G01060,AT2G28560,0.00799200799200799,0.0133200133200133,2
72,AT3G46640,AT2G28560,0.000999000999000999,0.00403442711135019,2
73,AT5G24330,AT5G38930,0.014985014985015,0.0196187852048201,2
74,AT4G21550,AT5G38930,0.030969030969031,0.0376359751359751,2
75,AT4G21550,AT5G13230,0.000999000999000999,0.00403442711135019,2
76,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT5G63160-AT3G11020-AT1G11100-AT1G67370-AT1G74890,AT5G65690,0.002997002997003,0.00815246929236567,2
77,AT5G44210,AT5G65690,0.021978021978022,0.0272133526850508,2
78,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT5G63160-AT3G11020-AT1G11100-AT1G67370-AT1G74890,AT1G60970,0.001998001998002,0.00659717640849716,2
79,mean_AT5G39610-AT3G15500,AT1G60970,0.002997002997003,0.00815246929236567,2
80,mean_AT1G78930-AT5G44260,AT3G46700,0.000999000999000999,0.00403442711135019,2
81,AT2G33710,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,0.016983016983017,0.0218531468531469,2
82,AT1G62300,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,0.020979020979021,0.0262863628018759,2
83,mean_AT4G01720-AT5G46350,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,0.004995004995005,0.0107916774583441,2
84,AT2G40740,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,0.011988011988012,0.0168280916944019,2
85,AT2G33710,AT1G51800,0.000999000999000999,0.00403442711135019,2
86,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT5G63160-AT3G11020-AT1G11100-AT1G67370-AT1G74890,AT4G27670,0.000999000999000999,0.00403442711135019,2
87,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT5G63160-AT3G11020-AT1G11100-AT1G67370-AT1G74890,AT2G34080,0.000999000999000999,0.00403442711135019,2
88,AT3G14740,AT5G45630,0.00699300699300699,0.0124875124875125,2
89,AT5G03720,AT5G45630,0.00699300699300699,0.0124875124875125,2
90,AT3G07650,AT5G45630,0.004995004995005,0.0107916774583441,2
91,AT3G46640,AT4G19430,0.000999000999000999,0.00403442711135019,2
92,AT3G51910,AT4G19430,0.00699300699300699,0.0124875124875125,2
93,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT4G19430,0.00899100899100899,0.0143910967081699,2
94,mean_AT2G26150-AT3G24500-AT4G11660-AT5G05410-AT3G23150,AT4G19430,0.00699300699300699,0.0124875124875125,2
95,AT5G24330,AT5G45700,0.000999000999000999,0.00403442711135019,2
96,AT4G21550,AT5G45700,0.00999000999000999,0.0151582521524718,2
97,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT5G63160-AT3G11020-AT1G11100-AT1G67370-AT1G74890,AT5G45700,0.00999000999000999,0.0151582521524718,2
98,AT3G23230,AT1G56240,0.000999000999000999,0.00403442711135019,2
99,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT5G63160-AT3G11020-AT1G11100-AT1G67370-AT1G74890,AT5G04380,0.004995004995005,0.0107916774583441,2
100,AT5G43290,AT5G04380,0.010989010989011,0.0160702806942361,2
101,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT2G40740,0.012987012987013,0.0177095631641086,2
102,AT1G62300,AT2G40740,0.027972027972028,0.0341518946170109,2
103,mean_AT4G01720-AT5G46350,AT2G40740,0.034965034965035,0.0423940955118784,2
104,AT4G00870,ATMG00510,0.000999000999000999,0.00403442711135019,2
105,AT3G51910,AT5G55620,0.003996003996004,0.00966775160323547,2
106,AT1G62300,AT5G55620,0.00599400599400599,0.0117859668421466,2
107,AT4G32280,AT5G55620,0.004995004995005,0.0107916774583441,2
108,mean_AT2G26150-AT3G24500-AT4G11660-AT5G05410-AT3G23150,AT5G55620,0.001998001998002,0.00659717640849716,2
109,mean_AT4G01720-AT5G46350,AT4G25070,0.000999000999000999,0.00403442711135019,2
110,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT3G22060,0.00799200799200799,0.0133200133200133,2
111,AT3G23230,AT3G22060,0.00999000999000999,0.0151582521524718,2
112,AT1G01060,AT3G22060,0.004995004995005,0.0107916774583441,2
113,AT3G23230,mean_AT4G01720-AT5G46350,0.00899100899100899,0.0143910967081699,2
114,AT1G01060,mean_AT4G01720-AT5G46350,0.00699300699300699,0.0124875124875125,2
115,AT2G33710,mean_AT4G01720-AT5G46350,0.011988011988012,0.0168280916944019,2
116,AT1G07050,AT5G27330,0.000999000999000999,0.00403442711135019,2
117,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT5G63160-AT3G11020-AT1G11100-AT1G67370-AT1G74890,AT5G03204,0.000999000999000999,0.00403442711135019,2
118,mean_AT5G39610-AT3G15500,AT5G03204,0.002997002997003,0.00815246929236567,2
119,AT5G44210,AT2G20870,0.000999000999000999,0.00403442711135019,2
120,AT3G07650,AT3G02410,0.001998001998002,0.00659717640849716,2
121,mean_AT4G01720-AT5G46350,AT4G23220,0.000999000999000999,0.00403442711135019,2
122,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT3G59710,0.000999000999000999,0.00403442711135019,2
123,mean_AT2G26150-AT3G24500-AT4G11660-AT5G05410-AT3G23150,AT3G25100,0.000999000999000999,0.00403442711135019,2
124,mean_AT4G01720-AT5G46350,AT1G02360,0.00799200799200799,0.0133200133200133,2
125,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT1G02360,0.00599400599400599,0.0117859668421466,2
126,AT3G23230,AT1G02360,0.00699300699300699,0.0124875124875125,2
127,AT2G40740,AT1G02360,0.010989010989011,0.0160702806942361,2
128,AT1G07050,AT1G62510,0.001998001998002,0.00659717640849716,2
129,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT5G63160-AT3G11020-AT1G11100-AT1G67370-AT1G74890,AT1G62510,0.001998001998002,0.00659717640849716,2
130,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT5G63160-AT3G11020-AT1G11100-AT1G67370-AT1G74890,AT5G54190,0.000999000999000999,0.00403442711135019,2
131,mean_AT2G26150-AT3G24500-AT4G11660-AT5G05410-AT3G23150,AT3G51910,0.002997002997003,0.00815246929236567,2
132,AT1G62300,AT3G51910,0.00699300699300699,0.0124875124875125,2
133,AT4G32280,AT3G51910,0.003996003996004,0.00966775160323547,2
134,mean_AT5G39610-AT3G15500,AT1G44970,0.000999000999000999,0.00403442711135019,2
135,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT5G57010,0.00799200799200799,0.0133200133200133,2
136,AT2G40740,AT5G57010,0.003996003996004,0.00966775160323547,2
137,mean_AT4G01720-AT5G46350,AT5G57010,0.002997002997003,0.00815246929236567,2
138,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT1G26420,0.00699300699300699,0.0124875124875125,2
139,AT2G40740,AT1G26420,0.00799200799200799,0.0133200133200133,2
140,AT1G01060,AT1G26420,0.00799200799200799,0.0133200133200133,2
141,AT1G62300,AT1G26420,0.00899100899100899,0.0143910967081699,2
142,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT4G00970,0.002997002997003,0.00815246929236567,2
143,AT1G62300,AT4G00970,0.004995004995005,0.0107916774583441,2
144,AT3G23230,AT1G26380,0.011988011988012,0.0168280916944019,2
145,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT1G26380,0.002997002997003,0.00815246929236567,2
146,AT1G62300,AT1G26380,0.014985014985015,0.0196187852048201,2
147,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT5G63160-AT3G11020-AT1G11100-AT1G67370-AT1G74890,AT4G14819,0.000999000999000999,0.00403442711135019,2
148,mean_AT4G01720-AT5G46350,AT4G14365,0.000999000999000999,0.00403442711135019,2
149,AT3G46640,AT5G01740,0.000999000999000999,0.00403442711135019,2
150,mean_AT5G39610-AT3G15500,AT4G32480,0.000999000999000999,0.00403442711135019,2
151,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT4G30910,0.00999000999000999,0.0151582521524718,2
152,mean_AT4G01720-AT5G46350,AT4G30910,0.004995004995005,0.0107916774583441,2
153,AT3G23230,AT4G30910,0.00799200799200799,0.0133200133200133,2
154,AT3G23230,AT3G57240,0.010989010989011,0.0160702806942361,2
155,AT2G40740,AT3G57240,0.015984015984016,0.0207200207200207,2
156,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT3G57240,0.003996003996004,0.00966775160323547,2
157,AT2G40740,AT1G10040,0.00599400599400599,0.0117859668421466,2
158,AT1G62300,AT1G10040,0.00799200799200799,0.0133200133200133,2
159,AT2G33710,AT1G10040,0.00699300699300699,0.0124875124875125,2
160,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT1G10040,0.00999000999000999,0.0151582521524718,2
161,AT5G44210,AT2G24850,0.018981018981019,0.0239544109736417,2
162,AT2G40740,AT4G15417,0.00699300699300699,0.0124875124875125,2
163,AT1G62300,AT4G15417,0.002997002997003,0.00815246929236567,2
164,mean_AT2G26150-AT3G24500-AT4G11660-AT5G05410-AT3G23150,AT5G54165,0.000999000999000999,0.00403442711135019,2
165,AT3G51910,AT5G54165,0.002997002997003,0.00815246929236567,2
166,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT5G63160-AT3G11020-AT1G11100-AT1G67370-AT1G74890,AT1G07500,0.000999000999000999,0.00403442711135019,2
167,mean_AT5G39610-AT3G15500,AT1G32350,0.002997002997003,0.00815246929236567,2
168,AT1G62300,AT3G04300,0.00699300699300699,0.0124875124875125,2
169,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT3G04300,0.00599400599400599,0.0117859668421466,2
170,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT4G23280,0.00899100899100899,0.0143910967081699,2
171,mean_AT4G01720-AT5G46350,AT4G23280,0.013986013986014,0.0185420639966094,2
172,AT2G33710,AT4G23280,0.021978021978022,0.0272133526850508,2
173,AT1G62300,AT4G21120,0.000999000999000999,0.00403442711135019,2
174,AT5G43290,AT2G21840,0.000999000999000999,0.00403442711135019,2
175,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT2G25297,0.00599400599400599,0.0117859668421466,2
176,AT3G23230,AT2G25297,0.012987012987013,0.0177095631641086,2
177,AT2G40740,AT2G25297,0.00799200799200799,0.0133200133200133,2
178,mean_AT4G01720-AT5G46350,AT1G76994,0.000999000999000999,0.00403442711135019,2
179,AT3G51910,AT1G04180,0.000999000999000999,0.00403442711135019,2
180,AT3G51910,AT1G13470,0.000999000999000999,0.00403442711135019,2
181,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT5G63160-AT3G11020-AT1G11100-AT1G67370-AT1G74890,AT5G48310,0.000999000999000999,0.00403442711135019,2
182,AT1G01060,AT4G17660,0.000999000999000999,0.00403442711135019,2
183,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT5G63160-AT3G11020-AT1G11100-AT1G67370-AT1G74890,AT1G73040,0.000999000999000999,0.00403442711135019,2
184,mean_AT2G26150-AT3G24500-AT4G11660-AT5G05410-AT3G23150,AT4G14650,0.003996003996004,0.00966775160323547,2
185,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT5G63160-AT3G11020-AT1G11100-AT1G67370-AT1G74890,AT4G14650,0.002997002997003,0.00815246929236567,2
186,AT2G40740,AT4G25350,0.000999000999000999,0.00403442711135019,2
187,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT5G63160-AT3G11020-AT1G11100-AT1G67370-AT1G74890,AT3G29645,0.000999000999000999,0.00403442711135019,2
188,mean_AT1G78930-AT5G44260,AT3G04220,0.000999000999000999,0.00403442711135019,2
189,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT3G26500,0.010989010989011,0.0160702806942361,2
190,mean_AT4G01720-AT5G46350,AT3G26500,0.003996003996004,0.00966775160323547,2
191,AT2G40740,AT3G26500,0.004995004995005,0.0107916774583441,2
192,AT1G01060,AT3G26500,0.013986013986014,0.0185420639966094,2
193,AT2G40740,AT1G58225,0.000999000999000999,0.00403442711135019,2
194,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT1G35230,0.003996003996004,0.00966775160323547,2
195,AT2G33710,AT1G35230,0.00799200799200799,0.0133200133200133,2
196,AT1G01060,AT1G35230,0.010989010989011,0.0160702806942361,2
197,mean_AT5G39610-AT3G15500,AT1G29640,0.000999000999000999,0.00403442711135019,2
198,mean_AT1G17460-AT5G57150-AT5G60100-AT5G48250-AT3G62090-AT5G63160-AT3G11020-AT1G11100-AT1G67370-AT1G74890,AT1G48700,0.000999000999000999,0.00403442711135019,2
199,AT4G00870,AT2G07727,0.000999000999000999,0.00403442711135019,2
200,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT1G61360,0.001998001998002,0.00659717640849716,2
201,AT2G40740,AT1G61360,0.013986013986014,0.0185420639966094,2
202,mean_AT4G01720-AT5G46350,AT1G61360,0.017982017982018,0.0229139792246588,2
203,AT3G23230,AT1G61360,0.013986013986014,0.0185420639966094,2
204,mean_AT4G01720-AT5G46350,AT5G57220,0.000999000999000999,0.00403442711135019,2
205,mean_AT4G01720-AT5G46350,AT4G35110,0.010989010989011,0.0160702806942361,2
206,AT2G33710,AT4G35110,0.004995004995005,0.0107916774583441,2
207,AT2G40740,AT4G35110,0.003996003996004,0.00966775160323547,2
208,AT3G23230,AT5G44585,0.003996003996004,0.00966775160323547,2
209,AT2G33710,AT5G44585,0.003996003996004,0.00966775160323547,2
210,mean_AT4G01720-AT5G46350,AT5G48540,0.00699300699300699,0.0124875124875125,2
211,AT2G33710,AT5G48540,0.010989010989011,0.0160702806942361,2
212,AT1G01060,AT5G48540,0.00699300699300699,0.0124875124875125,2
213,AT2G40740,AT5G48540,0.00599400599400599,0.0117859668421466,2
214,AT4G00870,AT2G41480,0.000999000999000999,0.00403442711135019,2
215,mean_AT4G01720-AT5G46350,AT1G02930,0.00599400599400599,0.0117859668421466,2
216,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT1G02930,0.000999000999000999,0.00403442711135019,2
217,AT2G40740,AT1G02930,0.013986013986014,0.0185420639966094,2
218,AT3G23230,AT1G02930,0.012987012987013,0.0177095631641086,2
219,AT4G21550,AT1G79770,0.000999000999000999,0.00403442711135019,2
220,mean_AT1G78930-AT5G44260,AT1G17170,0.000999000999000999,0.00403442711135019,2
221,mean_AT4G01720-AT5G46350,AT4G39610,0.000999000999000999,0.00403442711135019,2
222,AT1G01060,AT1G21120,0.00899100899100899,0.0143910967081699,2
223,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT1G21120,0.002997002997003,0.00815246929236567,2
224,AT1G62300,AT1G21120,0.018981018981019,0.0239544109736417,2
225,AT2G40740,AT1G49000,0.00999000999000999,0.0151582521524718,2
226,AT1G62300,AT1G49000,0.004995004995005,0.0107916774583441,2
227,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT1G49000,0.00599400599400599,0.0117859668421466,2
228,AT3G23230,AT5G05300,0.002997002997003,0.00815246929236567,2
229,AT1G01060,AT3G28220,0.000999000999000999,0.00403442711135019,2
230,AT3G23230,AT5G44910,0.00799200799200799,0.0133200133200133,2
231,AT1G62300,AT5G44910,0.022977022977023,0.0283167536688663,2
232,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT5G44910,0.00899100899100899,0.0143910967081699,2
233,AT2G33710,AT5G44910,0.02997002997003,0.0365064170168579,2
234,mean_AT4G01720-AT5G46350,AT5G44910,0.01998001998002,0.0251547014136942,2
235,AT4G32280,AT1G32960,0.00599400599400599,0.0117859668421466,2
236,AT1G62300,AT1G32960,0.00999000999000999,0.0151582521524718,2
237,mean_AT4G01720-AT5G46350,AT1G32960,0.021978021978022,0.0272133526850508,2
238,AT2G40740,AT3G19930,0.00899100899100899,0.0143910967081699,2
239,mean_AT4G01720-AT5G46350,AT3G19930,0.00699300699300699,0.0124875124875125,2
240,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT3G19930,0.011988011988012,0.0168280916944019,2
241,AT1G07050,AT1G62515,0.000999000999000999,0.00403442711135019,2
242,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT4G11470,0.001998001998002,0.00659717640849716,2
243,AT2G33710,AT4G11470,0.011988011988012,0.0168280916944019,2
244,AT2G40740,AT1G66700,0.012987012987013,0.0177095631641086,2
245,AT3G23230,AT1G66700,0.018981018981019,0.0239544109736417,2
246,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT1G66700,0.001998001998002,0.00659717640849716,2
247,AT1G62300,AT2G37980,0.002997002997003,0.00815246929236567,2
248,mean_AT4G01720-AT5G46350,AT2G37980,0.00599400599400599,0.0117859668421466,2
249,AT5G43290,AT2G37980,0.002997002997003,0.00815246929236567,2
250,mean_AT1G78930-AT5G44260,ATMG00060,0.036963036963037,0.0447133511649641,2
251,AT4G00870,ATMG00060,0.000999000999000999,0.00403442711135019,2
252,mean_AT5G39610-AT3G15500,AT4G01630,0.00599400599400599,0.0117859668421466,2
253,AT3G46640,AT4G01630,0.00599400599400599,0.0117859668421466,2
254,AT2G40740,AT5G38250,0.00999000999000999,0.0151582521524718,2
255,AT2G33710,AT5G38250,0.015984015984016,0.0207200207200207,2
256,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT5G38250,0.002997002997003,0.00815246929236567,2
257,AT1G62300,AT5G38250,0.011988011988012,0.0168280916944019,2
258,AT3G51910,AT3G42800,0.002997002997003,0.00815246929236567,2
259,mean_AT2G26150-AT3G24500-AT4G11660-AT5G05410-AT3G23150,AT3G42800,0.023976023976024,0.0294098424939546,2
260,AT4G21550,AT5G61900,0.00699300699300699,0.0124875124875125,2
261,AT5G43290,AT5G61900,0.00999000999000999,0.0151582521524718,2
262,AT3G22100,AT5G61900,0.00999000999000999,0.0151582521524718,2
263,AT3G46640,AT4G06536,0.001998001998002,0.00659717640849716,2
264,mean_AT5G39610-AT3G15500,AT4G06536,0.003996003996004,0.00966775160323547,2
265,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT2G29100,0.00999000999000999,0.0151582521524718,2
266,AT3G23230,AT2G29100,0.004995004995005,0.0107916774583441,2
267,AT2G40740,AT2G29100,0.013986013986014,0.0185420639966094,2
268,AT2G33710,AT2G29100,0.014985014985015,0.0196187852048201,2
269,AT2G40740,AT1G26410,0.003996003996004,0.00966775160323547,2
270,mean_AT4G01720-AT5G46350,AT1G26410,0.004995004995005,0.0107916774583441,2
271,mean_AT4G01720-AT5G46350,AT1G02920,0.002997002997003,0.00815246929236567,2
272,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT1G02920,0.002997002997003,0.00815246929236567,2
273,AT1G62300,AT1G02920,0.011988011988012,0.0168280916944019,2
274,mean_AT5G39610-AT3G15500,AT3G03910,0.000999000999000999,0.00403442711135019,2
275,mean_AT4G01720-AT5G46350,AT1G62300,0.002997002997003,0.00815246929236567,2
276,mean_AT5G24110-AT3G12910-AT5G56960-AT2G37430,AT1G62300,0.00699300699300699,0.0124875124875125,2
277,AT2G33710,AT1G62300,0.00799200799200799,0.0133200133200133,2
278,AT1G01060,AT1G62300,0.013986013986014,0.0185420639966094,2
279,AT5G43290,AT1G62300,0.010989010989011,0.0160702806942361,2
280,AT3G22100,AT4G21550,0.000999000999000999,0.00403442711135019,2
281,AT5G43290,AT4G21550,0.001998001998002,0.00659717640849716,2
282,AT2G40740,AT5G65600,0.000999000999000999,0.00403442711135019,2
283,AT5G03720,AT2G17740,0.000999000999000999,0.00403442711135019,2
284,mean_AT4G01720-AT5G46350,AT2G33710,0.00599400599400599,0.0117859668421466,2
